HCP_MMP1.0 + HCPex Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,HCPex_394_R_AV,HCPex_395_R_CeM,HCPex_396_R_CL,HCPex_397_R_CM,HCPex_398_R_LD,HCPex_399_R_LGN,HCPex_400_R_LP,HCPex_401_R_L-Sg,HCPex_402_R_MDl,HCPex_403_R_MDm,HCPex_404_R_MGN,HCPex_406_R_Pf,HCPex_407_R_PuA,HCPex_408_R_PuI,HCPex_409_R_PuL,HCPex_410_R_PuM,HCPex_411_R_VA,HCPex_412_R_VLa,HCPex_413_R_VLp,HCPex_414_R_VPL,HCPex_415_R_Putam,HCPex_416_R_Caud,HCPex_417_R_NAc,HCPex_418_R_Gpe,HCPex_419_R_Gpi,HCPex_420_R_Amyg,HCPex_421_R_SNpc,HCPex_422_R_SNpr,HCPex_423_R_VTA,HCPex_424_R_MB,HCPex_425_R_Septum,HCPex_426_R_Nb
94,0.019319556,0.02834956,0.007077806,0.015509276,0.003698311,0.004458376,0.003357237,0.005564729,0.008258401,0.012664868,0.013311233,0.011682402,0.003275285,0.077016151,0.012213041,0.01188318,0.034418303,0.003725009,0.010784922,0.001799292,0.002352535,0.003198651,0.020100872,0.046369102,0.029511294,0.001689844,0.030057828,0.028500292,0.053038066,0.018249031,0.009804496,0.214242882,0.031113181,0.099852818,0.092394647,0.009928263,0.011955993,0.050014131,0.006705152,0.056930431,0.060775599,0.007931579,0.016158429,0.001524304,0.021547482,0.059226276,0.021102477,0.04617679,0.034839829,0.054711101,0.012803744,0.015036719,0.008425088,0.011077847,0.020940979,0.00950808,0.322452359,0.228622175,0.288521467,0.161920212,0.416168786,0.395497827,0.012376561,0.455308657,0.51075712,0.323555904,0.012786547,0.005935618,0.257237358,0.05468727,0.280339788,0.322641586,0.017370312,0.025871995,0.165220922,0.27279835,0.553754857,0.021998197,0.017631316,0.020495686,0.018521157,0.117874285,0.024213351,0.061657855,0.324043642,0.349430322,0.271660297,0.517684868,0.598277437,0.551084482,0.333470311,0.273261274,0.19959109,0.204246217,0.037217619,0.009114542,0.014206258,0.00364635,0.02232845,0.026112733,0.035597199,0.036036834,0.053721193,0.039297994,0.032973535,0.041642273,0.041244028,0.074057336,0.052671111,0.140386775,0.060556525,0.07214268,0.036116027,0.046608299,0.040182141,0.019317702,0.025800008,0.024171868,0.026848393,0.022420933,0.052870281,0.037162991,0.095702184,0.047864236,0.039149751,0.012848201,0.044150897,0.040731317,0.038857329,0.038311886,0.268049109,0.051589899,0.048074654,0.022395023,0.018732337,0.01373628,0.036410337,0.014067472,0.030622586,0.032909298,0.04245901,0.011631921,0.032480923,0.027678305,0.047409193,0.039550548,0.020541968,0.025499244,0.019641142,0.031765051,0.042644141,0.012808248,0.05479848,0.015566393,0.02540949,0.005435661,0.021773968,0.004511364,0.006304032,0.040379878,0.052674794,0.064359318,0.009654879,0.428463552,0.51402829,0.192833148,0.054562309,0.033439819,0.079049026,0.388689694,0.401672935,0.04729196,0.054046016,0.041612362,0.047839582,0.044461934,0.050634776,0.061592555,0.335428256,0.319402688,0.034921202,0.079728523,0.034665573,0.009562408,0.067059854,0.032062915,0.019983618,0.063586641,0.049305358,0.063636752,0.013791417,0.030296503,0.031484391,0.094835628,0.029252761,0.036298377,0.054318017,0.029521432,0.013374724,0.009905044,0.152127539,0.155635809,0.219871689,0.124869671,0.027742895,0.277490847,0.008798297,0.006823949,0.004429352,0.011495439,0.345309307,0.345392614
95,0.022562985,0.047261758,0.029718891,0.020837953,0.019279279,0.021854503,0.029444841,0.272213844,0.251601596,0.249834724,0.227569312,0.247235993,0.025284467,0.023853391,0.036265274,0.035757831,0.04836205,0.01533094,0.035512744,0.014255502,0.018164782,0.019694966,0.042032015,0.086056862,0.095258424,0.249148486,0.134988955,0.094500425,0.075817304,0.020675865,0.017808768,0.04544798,0.016151386,0.028523846,0.024087108,0.136584408,0.187027204,0.249208078,0.09275856,0.1992908,0.168132941,0.072757576,0.27012784,0.363921351,0.100386351,0.066523061,0.13347249,0.11490139,0.081222986,0.068332353,0.201753695,0.181682282,0.255134815,0.263292137,0.22607663,0.248853325,0.057303234,0.046261171,0.049523106,0.126759084,0.049113614,0.037899783,0.16437904,0.054716573,0.12308546,0.084104794,0.118009793,0.100686014,0.053836743,0.125705189,0.164360032,0.088441938,0.133034635,0.118798484,0.120641384,0.072901577,0.155842024,0.161451701,0.128808847,0.14632946,0.127654679,0.155671217,0.122021542,0.126549818,0.189251669,0.193274173,0.120579953,0.072452528,0.123379582,0.085237944,0.085121562,0.07384893,0.0374921,0.058723008,0.150199535,0.281227926,0.161249094,0.170294128,0.124457962,0.108249635,0.095301639,0.097477065,0.075741238,0.087499725,0.097833376,0.091142093,0.076822947,0.102820731,0.10338171,0.025915714,0.043766428,0.038174591,0.106856468,0.105926446,0.106115773,0.187863695,0.182103152,0.02712706,0.04470744,0.013857805,0.083744493,0.005300554,0.054219306,0.07987073,0.073547153,0.011452537,0.020406718,0.06535382,0.070614683,0.069269503,0.020014209,0.029074682,0.047534133,0.026703881,0.036627594,0.024110612,0.067753129,0.040783158,0.090613228,0.094379343,0.068453781,0.030660794,0.051321391,0.18013613,0.118490003,0.052628064,0.140777468,0.140629042,0.147514812,0.10749114,0.118950718,0.03451029,0.021308036,0.026057661,0.011892721,0.032848784,0.038468115,0.025428862,0.037494166,0.018339735,0.018640688,0.027480641,0.020065447,0.053284439,0.081683738,0.024271279,0.065510652,0.100053027,0.078959543,0.162692011,0.193878212,0.052779004,0.079997189,0.082776359,0.076659889,0.051596005,0.041612689,0.061317654,0.054711457,0.046891467,0.0036764,0.024886238,0.004820303,0.037063888,0.006570669,0.008321894,0.004493436,0.017349422,0.015161034,0.015694358,0.007181093,0.020396497,0.021630927,0.018206499,0.023335913,0.007871176,0.016017171,0.018193007,0.028567775,0.031933785,0.057261367,0.038747869,0.02794905,0.057735044,0.020303135,0.016802567,0.012937446,0.014594292,0.007829243,0.009559106,0.029276311,0.029095628
96,0.012899118,0.01626769,0.034004078,0.008987861,0.00338819,0.002950848,0.002402707,0.303390162,0.250245179,0.363544244,0.195018018,0.249151456,0.005200957,0.033463058,0.083270858,0.01210209,0.029144058,0.001865194,0.010670273,0.002011939,0.002298655,0.002503321,0.016954329,0.0236413,0.032269402,0.609194707,0.390156393,0.031051228,0.212450233,0.052226883,0.006293874,0.056425902,0.027942276,0.042533853,0.031697236,0.408743697,0.553903601,0.656969184,0.277501543,0.649225032,0.690138739,0.205731389,0.659441389,0.416405332,0.292564069,0.147205013,0.122068782,0.069539359,0.193263676,0.057310535,0.160537233,0.126526146,0.247350259,0.379945425,0.476090741,0.241981233,0.060415453,0.066144703,0.064191018,0.502937347,0.067114014,0.102997165,0.568392041,0.054624887,0.043682475,0.007313388,0.104420954,0.193684823,0.12747324,0.130411337,0.073960064,0.039066054,0.101668044,0.084575622,0.091649342,0.028828037,0.032296634,0.125766609,0.098153153,0.1158889,0.087694253,0.087425476,0.085417195,0.081389889,0.086057078,0.081128179,0.043641027,0.019737354,0.015846194,0.007669827,0.007545163,0.006831735,0.004070921,0.005346076,0.072752746,0.426529477,0.219018745,0.573624028,0.043103741,0.03256326,0.027049809,0.029262245,0.015444355,0.027878278,0.032999499,0.025660085,0.008837158,0.051684991,0.042132433,0.003415712,0.018408269,0.004325033,0.03958567,0.04242826,0.038141761,0.063874152,0.078971379,0.001264214,0.001623184,0.000842608,0.00338609,0.000476152,0.008446448,0.024183076,0.014788389,0.00072079,0.001895106,0.010053868,0.019767634,0.022904609,0.002568004,0.00881861,0.017258016,0.002545064,0.001374959,0.002367261,0.023215175,0.013486796,0.03031734,0.030406515,0.017269353,0.047103304,0.014693213,0.078352477,0.056286022,0.028206568,0.049460534,0.042289803,0.050012665,0.034232356,0.03445,0.038317078,0.004828744,0.002940488,0.000942543,0.007585739,0.017180645,0.004469776,0.007727691,0.002792212,0.02703983,0.046162256,0.001951462,0.029096657,0.034691894,0.00339184,0.008251047,0.029302336,0.0529984,0.049184779,0.078516177,0.00157238,0.02069094,0.026783218,0.020749546,0.016524119,0.014749455,0.006409595,0.077378502,0.081480536,0.005154536,0.102078733,0.010276773,0.41352072,0.008863053,0.009915235,0.009518144,0.080801106,0.094345032,0.058820531,0.021250981,0.188539281,0.174126455,0.016486667,0.16739441,0.019007046,0.092129825,0.215154139,0.439763374,0.194863885,0.140812631,0.121137132,0.019997706,0.157359181,0.086478074,0.010347949,0.089496625,0.108057798,0.044650324,0.065159571,0.012845021,0.010836853
97,0.012426755,0.029479669,0.025400544,0.009582917,0.004987799,0.005999596,0.005781469,0.142054024,0.126692693,0.218537574,0.18030098,0.177831086,0.007044054,0.050503064,0.056643585,0.01503336,0.036155077,0.010199085,0.014623196,0.00374721,0.004547199,0.00522983,0.024079483,0.065851062,0.078393946,0.51400673,0.2480092,0.07938364,0.151379788,0.04094286,0.006421415,0.105416504,0.034903415,0.064656138,0.056535122,0.245497491,0.32736412,0.402716191,0.169264725,0.39495981,0.41110829,0.131262443,0.442257699,0.516783994,0.18984641,0.11489937,0.135769304,0.115825087,0.142316739,0.075615615,0.137904895,0.145319805,0.126621022,0.214420309,0.33508822,0.170798149,0.138324346,0.110517018,0.130261898,0.338787399,0.142440812,0.173494149,0.463674565,0.151443282,0.122474296,0.022983189,0.141133349,0.256527139,0.204265375,0.284606585,0.1847626,0.099269421,0.139431891,0.128171136,0.147061602,0.05366514,0.068707826,0.157913147,0.142736814,0.15306051,0.132323282,0.150105128,0.122458967,0.149479554,0.169116159,0.1974961,0.110414719,0.04661024,0.040919132,0.023518266,0.023709873,0.02250569,0.011812086,0.021553122,0.131060349,0.406111842,0.225803326,0.454056717,0.102352938,0.084215028,0.071288292,0.074897268,0.053868512,0.068512159,0.079649817,0.070661309,0.033728464,0.107354652,0.094402488,0.02085774,0.046451961,0.030143645,0.091703867,0.092672137,0.089528104,0.141829974,0.14484561,0.003613295,0.00527126,0.002168963,0.010061094,0.001109984,0.02039797,0.066555041,0.0460319,0.001911777,0.004223914,0.027028888,0.04969271,0.052708025,0.008037392,0.027278771,0.040649161,0.008547828,0.00506674,0.011356987,0.05575518,0.04655397,0.076313702,0.082026906,0.047834725,0.03443577,0.0271152,0.1437788,0.111080201,0.038676521,0.119416631,0.108962348,0.1262964,0.091781471,0.09556873,0.030608874,0.009181789,0.00679831,0.002287389,0.01310088,0.027201581,0.00786333,0.012338927,0.006460449,0.04247483,0.056964408,0.004900738,0.045950096,0.085064713,0.009085111,0.029733362,0.076195053,0.101534932,0.116122959,0.145637969,0.006439509,0.063677885,0.066354614,0.063231428,0.035769736,0.036838395,0.019867516,0.15209467,0.140236551,0.004573509,0.096809813,0.007999349,0.159028946,0.007111535,0.006611908,0.007845318,0.041065531,0.105385022,0.058921369,0.01056367,0.118298364,0.062904245,0.013549895,0.058233635,0.015369081,0.103974216,0.135628258,0.149753517,0.070835589,0.133374799,0.138232099,0.023732638,0.14218758,0.064933811,0.010020327,0.07027135,0.079473007,0.044523608,0.041244164,0.017641919,0.015370386
98,0.013970017,0.009041644,0.040263807,0.009190695,0.002639837,0.001740013,0.000870071,0.125898168,0.077728147,0.292892955,0.096333629,0.127106606,0.004248839,0.043311687,0.102002324,0.009567317,0.032962202,0.001717258,0.008752381,0.001403749,0.001415639,0.001585823,0.006244396,0.044249009,0.031850121,0.494278356,0.463002181,0.032353125,0.266783162,0.061096782,0.006982485,0.073520211,0.033273213,0.052474654,0.039973155,0.49383463,0.677734215,0.71696993,0.325042312,0.715540143,0.748152316,0.230258633,0.752221699,0.820773781,0.359814057,0.1841041,0.081303153,0.064597903,0.227064925,0.067234935,0.05683752,0.057821207,0.073390698,0.294393652,0.580898256,0.10145592,0.082397604,0.093191622,0.090665412,0.559383836,0.094903574,0.117050121,0.866360294,0.081721869,0.132953888,0.006240046,0.106316535,0.310153783,0.258837254,0.601042105,0.450890119,0.173937062,0.07798391,0.060502892,0.144250115,0.051551281,0.174088419,0.094213312,0.073178439,0.090557948,0.053005531,0.140479922,0.068596327,0.20436626,0.379722779,0.502843569,0.273988099,0.068833596,0.069498909,0.016255676,0.007242574,0.006240156,0.004892268,0.005244677,0.05747327,0.61551621,0.240023397,0.34247875,0.031372807,0.027791032,0.032027918,0.031593568,0.042382478,0.036573644,0.033284404,0.02902417,0.020141578,0.054110491,0.042579681,0.005717798,0.014411492,0.007292477,0.038666932,0.045821183,0.038057821,0.035776006,0.048325272,0.000704048,0.000771722,0.00047344,0.001976044,0.00023253,0.004706717,0.050315727,0.031623866,0.000339544,0.000890926,0.009485469,0.028440758,0.026881756,0.001989878,0.006504485,0.016581431,0.001808513,0.000683615,0.001967429,0.025589145,0.008571904,0.033896361,0.031611147,0.019976821,0.05673263,0.00916895,0.049423855,0.052724319,0.032497435,0.032226237,0.029859431,0.030330894,0.030770501,0.032252221,0.044828048,0.003428608,0.001325785,0.000418716,0.00265592,0.006792249,0.002887071,0.002895116,0.001583471,0.032413618,0.052921489,0.000770019,0.051636634,0.08104021,0.004201991,0.015456776,0.030174538,0.040592632,0.311247696,0.363053484,0.000894762,0.050614418,0.041196288,0.050353088,0.011238199,0.012944483,0.005691599,0.106230987,0.112783068,0.022660216,0.397126763,0.039586607,0.238799568,0.032663678,0.024784076,0.042635044,0.14578726,0.566451601,0.275386147,0.038718442,0.45855949,0.183820368,0.056623299,0.154784729,0.084836584,0.547167924,0.566321347,0.36375056,0.143906101,0.427249469,0.539934241,0.060220462,0.410324457,0.273442231,0.042257256,0.377437657,0.397714334,0.295408977,0.174583977,0.037792796,0.023407362
99,0.012184803,0.053124992,0.013298463,0.010507517,0.007790839,0.008637981,0.00976773,0.322340108,0.298261415,0.240383039,0.163900261,0.215823028,0.010729336,0.015130152,0.017581864,0.026092567,0.049425555,0.005624362,0.024352938,0.005549761,0.006718018,0.007365889,0.044663741,0.120090424,0.111407998,0.124809496,0.107772494,0.104956259,0.054119611,0.017529814,0.009959698,0.028806248,0.010490307,0.018321162,0.014493874,0.074628306,0.11222019,0.208212668,0.049020136,0.138497145,0.105292423,0.040737284,0.154284305,0.174221772,0.058901746,0.04888663,0.130344653,0.113084322,0.056301131,0.065090115,0.219276733,0.187722239,0.301938019,0.268138814,0.145280153,0.2217265,0.034763584,0.029548571,0.029400265,0.073515216,0.031108123,0.015996862,0.118626877,0.037331828,0.116146873,0.079892192,0.076043045,0.063106198,0.030321949,0.14821812,0.146936843,0.053222966,0.091899358,0.080133568,0.098723319,0.052350643,0.096564427,0.126076836,0.08891118,0.105419502,0.086519113,0.135057564,0.081121339,0.110015453,0.155010392,0.167015251,0.079674859,0.045147328,0.065219765,0.042562932,0.079189035,0.073700139,0.030425029,0.061998639,0.148560614,0.161802774,0.107718137,0.092305795,0.128381452,0.118484179,0.115974919,0.112073724,0.125073775,0.110249749,0.114715919,0.105219768,0.133306193,0.098288316,0.104650435,0.023918705,0.046123966,0.045244844,0.112190125,0.108666907,0.111117548,0.193192848,0.180454688,0.018906423,0.033166692,0.008932302,0.063858897,0.002233617,0.090906041,0.118630869,0.115515728,0.006072115,0.011407911,0.108643381,0.094303155,0.08030928,0.027074012,0.027186265,0.041499354,0.015518423,0.022784461,0.012491451,0.066593359,0.020045455,0.099030239,0.098044664,0.08269452,0.014988054,0.067768467,0.17802177,0.117734966,0.059603389,0.145184994,0.152166906,0.148057718,0.110492965,0.121933604,0.020882995,0.012312604,0.009968675,0.005180659,0.014840697,0.034395534,0.01250665,0.020662264,0.009226326,0.01139309,0.019429075,0.007185117,0.039352415,0.071441499,0.015620373,0.112854178,0.113776625,0.0702244,0.108229499,0.151435536,0.036936256,0.123783393,0.11149292,0.119903498,0.070619007,0.036777116,0.109542199,0.030935276,0.02794982,0.001555368,0.008221495,0.002069868,0.011456099,0.003235428,0.004026182,0.001843487,0.006873357,0.004584205,0.005218488,0.003319885,0.006514162,0.008148559,0.009811714,0.009236071,0.003315742,0.004840041,0.005237707,0.00866858,0.013199009,0.019527533,0.011855998,0.010192041,0.020018981,0.00716369,0.009894846,0.003724214,0.004071387,0.00200071,0.002980644,0.010571878,0.011566741
100,0.013908571,0.066004509,0.013715945,0.012186904,0.008942045,0.009519593,0.009812449,0.261559993,0.243312522,0.196981003,0.138275089,0.178637663,0.01164685,0.012774162,0.017312822,0.031629851,0.060042438,0.005624979,0.029075769,0.005930105,0.007268146,0.008003148,0.056348001,0.14376343,0.120991191,0.112171411,0.090390325,0.112810464,0.049964866,0.015327436,0.010194341,0.021407716,0.009042454,0.014354394,0.011303378,0.060562847,0.090519158,0.168979739,0.039941831,0.109390979,0.07999149,0.03383187,0.122277832,0.144296189,0.05035139,0.048549635,0.11392354,0.104668532,0.051373134,0.069009374,0.183276457,0.159756032,0.246495245,0.218697036,0.12081766,0.182914946,0.024497128,0.024429608,0.022134429,0.054178836,0.030295227,0.012140349,0.100650028,0.037299045,0.126327151,0.099088867,0.068490279,0.066526865,0.033615931,0.163775344,0.169677347,0.055503081,0.080876556,0.070747515,0.096208595,0.05646067,0.093227181,0.110771151,0.077872694,0.092584962,0.075271013,0.126433763,0.073018032,0.116689907,0.164005477,0.188111859,0.081262879,0.046323866,0.058741462,0.044312234,0.097773621,0.091682867,0.036810226,0.077122643,0.132683984,0.135634254,0.096679894,0.09099344,0.122908757,0.121230655,0.128238262,0.120347514,0.164329002,0.126218829,0.123859088,0.114127642,0.184460629,0.094695414,0.103655014,0.027618633,0.052537148,0.054577766,0.112842181,0.108266707,0.111525377,0.169277359,0.157735093,0.017427257,0.030250336,0.008288801,0.058145609,0.002231877,0.118234051,0.147332546,0.153867436,0.005849884,0.009425183,0.146997019,0.117413693,0.094646605,0.034191152,0.032222446,0.04657688,0.015724169,0.020331934,0.012490763,0.073262919,0.021647326,0.106925613,0.101622232,0.097937833,0.015327872,0.087448465,0.156129269,0.109633645,0.073379457,0.133936461,0.144596775,0.132892384,0.109559528,0.117017959,0.023549627,0.013298404,0.010319388,0.005338499,0.016649237,0.041668776,0.014211181,0.024106587,0.009515904,0.009120368,0.015389636,0.007207226,0.043833253,0.077741577,0.018242181,0.150785657,0.120985458,0.067526072,0.107065285,0.157060233,0.032049928,0.156631869,0.132300865,0.15390312,0.090928979,0.042285462,0.14801334,0.021709397,0.024334303,0.001518198,0.006127016,0.001992332,0.007417604,0.003069348,0.004298487,0.001912187,0.005817901,0.003413415,0.004145124,0.003131046,0.004534231,0.006039919,0.009761203,0.00677996,0.003401072,0.003637838,0.003610764,0.005885535,0.008685274,0.014405253,0.00912527,0.008843735,0.014087741,0.004913861,0.009345684,0.002593208,0.002801073,0.001569074,0.002221101,0.009742512,0.010625103
101,0.018307914,0.084388018,0.017164684,0.016491974,0.012547328,0.01265176,0.01213625,0.181077145,0.169203273,0.154300059,0.128744703,0.147370086,0.015240703,0.012266651,0.020206727,0.041720201,0.075701347,0.006861652,0.038108303,0.007686963,0.009655253,0.010642972,0.073531327,0.167622243,0.132068396,0.134468423,0.074858116,0.123719114,0.049217747,0.013526298,0.012015018,0.017346588,0.008641204,0.0123187,0.009986912,0.056734906,0.078402522,0.132310044,0.038095554,0.088872517,0.064269539,0.03230406,0.111568129,0.15863889,0.048137824,0.052194955,0.094369473,0.095093739,0.050753286,0.076457598,0.136329506,0.124106768,0.171763148,0.165552241,0.120041215,0.147958635,0.018847408,0.023432452,0.019436495,0.043795329,0.034742964,0.012594578,0.086165642,0.042812494,0.146532852,0.12565917,0.074593596,0.092763012,0.0496401,0.194064204,0.221594429,0.073290392,0.081392697,0.072031998,0.102474863,0.067262418,0.106524314,0.104072221,0.077731092,0.090871371,0.074749686,0.124897108,0.076875444,0.133844909,0.196784357,0.238344104,0.102805148,0.055468534,0.063119697,0.053244475,0.123813054,0.1161851,0.046660261,0.09719651,0.113623779,0.139734622,0.103687032,0.119175496,0.115849121,0.12366507,0.1406163,0.129573748,0.209589032,0.143400369,0.133081863,0.12501523,0.25649972,0.093016628,0.104008169,0.033391163,0.061880552,0.066412287,0.114261832,0.109096519,0.112790767,0.137440639,0.129818837,0.016661013,0.028102195,0.008144245,0.053764074,0.002654309,0.150706218,0.176009804,0.205235095,0.00624025,0.008990697,0.201944104,0.148038558,0.114941347,0.043111714,0.040034449,0.055682453,0.0185065,0.020575573,0.014806362,0.084757805,0.02705015,0.118427221,0.108070605,0.118939947,0.018591528,0.113979711,0.129472861,0.100625208,0.092631287,0.118518417,0.132506462,0.113338024,0.109665612,0.112166257,0.02994386,0.016110023,0.012727321,0.006573059,0.021854199,0.053144396,0.018662627,0.031868346,0.011269976,0.008157575,0.012601431,0.008761478,0.053446704,0.090777899,0.023306491,0.196777037,0.128937429,0.067744034,0.128461221,0.187989424,0.030158002,0.19141287,0.153819072,0.189892371,0.119212829,0.051603157,0.19515485,0.017614906,0.025701992,0.001873132,0.006502342,0.002446303,0.007391418,0.003486606,0.005869839,0.002632346,0.006713486,0.0037105,0.004676054,0.004142289,0.004743555,0.006460805,0.011613936,0.007068595,0.004599043,0.003978533,0.003879951,0.006316315,0.007754836,0.014617593,0.009923681,0.009886326,0.013740248,0.004755298,0.009892526,0.002772057,0.00300437,0.001920402,0.002470658,0.011617865,0.012259472
102,0.02233847,0.076612613,0.022134012,0.020858096,0.017309416,0.016738671,0.016560355,0.19422808,0.181581021,0.160617603,0.130302729,0.152397032,0.019121001,0.014324957,0.024834329,0.042470613,0.070116706,0.009177125,0.03940976,0.009861999,0.013028234,0.014417639,0.067518478,0.147773427,0.121563194,0.133044444,0.084926244,0.114457583,0.053162718,0.015529249,0.015884991,0.021104817,0.01021355,0.014715282,0.012134487,0.062390893,0.08902382,0.148883878,0.041623787,0.099142531,0.072428636,0.034693033,0.115504502,0.16183218,0.052616817,0.053305063,0.097347605,0.095239739,0.052812988,0.072590145,0.144250458,0.130118722,0.184223379,0.173471635,0.119752697,0.153733806,0.023687883,0.026355086,0.023082999,0.050046251,0.036059838,0.01492667,0.088562217,0.043658835,0.143512381,0.1203926,0.073553784,0.087476428,0.049974426,0.184466105,0.205771954,0.076183064,0.081326239,0.072127433,0.100317304,0.067096377,0.112595935,0.105113254,0.077965147,0.091232551,0.075170015,0.124158314,0.07604967,0.126896791,0.188225723,0.224204244,0.101801993,0.060478888,0.073826978,0.061861493,0.119110625,0.110366573,0.046543945,0.090861837,0.115737217,0.141367718,0.102623359,0.114620118,0.11132966,0.114669816,0.126893432,0.118299205,0.18052458,0.128495603,0.122167931,0.113381082,0.218804508,0.090314434,0.099119554,0.03207646,0.055990436,0.059270595,0.108205952,0.104241779,0.106964074,0.142976603,0.133933234,0.019824633,0.032548361,0.010002996,0.061614616,0.003842365,0.133250594,0.154028907,0.17707082,0.00823123,0.012234431,0.173699061,0.130606199,0.103951889,0.039378489,0.039054128,0.054323742,0.022551485,0.025467658,0.01871632,0.079536795,0.031567798,0.10955536,0.101003129,0.106367845,0.023042132,0.100668813,0.133366343,0.099772892,0.083886005,0.118220215,0.130678865,0.114353937,0.103894955,0.107515962,0.032677585,0.018412847,0.01628703,0.00945808,0.026511918,0.050738117,0.021696859,0.035251215,0.013481102,0.009910512,0.014984135,0.011614612,0.055040688,0.090421612,0.025254223,0.168107274,0.117949836,0.065600094,0.129153041,0.181402791,0.033913958,0.166446764,0.136362509,0.164882779,0.106006107,0.05031938,0.167397373,0.02200822,0.027955908,0.002631903,0.008778204,0.003406702,0.009525972,0.004675051,0.008368949,0.003784158,0.009094944,0.005096602,0.006502711,0.005601357,0.006267255,0.008345311,0.01573105,0.00895573,0.006545161,0.005474977,0.005191316,0.008217127,0.009187753,0.019134301,0.013562407,0.013889863,0.017730992,0.006168638,0.01268522,0.003911366,0.004260671,0.002921345,0.003444589,0.016886971,0.017383595
103,0.024928091,0.131612413,0.018468201,0.023028978,0.017268818,0.015750811,0.011330121,0.03893928,0.04139636,0.044665214,0.05432533,0.05029423,0.019350493,0.011430661,0.020655331,0.062150524,0.116428478,0.006833078,0.055556988,0.00949657,0.012040958,0.013057972,0.114776087,0.248249959,0.161078597,0.057773632,0.055391438,0.146692114,0.048983131,0.012872791,0.011897192,0.010223501,0.008640483,0.009097102,0.007832804,0.027217329,0.041778272,0.080957659,0.018367151,0.045800794,0.027933719,0.017397627,0.044255028,0.058425386,0.034111666,0.059330324,0.053849115,0.07892013,0.044622018,0.09857509,0.047140769,0.051200009,0.042397928,0.042615652,0.046946379,0.046229841,0.008172036,0.021308158,0.013765707,0.016894299,0.042331335,0.010539193,0.040457394,0.05411885,0.197565688,0.163369483,0.052706869,0.111513997,0.08568779,0.260890091,0.323700919,0.102247447,0.049146272,0.04510252,0.116047014,0.084624176,0.123013966,0.059946728,0.04603296,0.053989853,0.041292884,0.113276913,0.051011436,0.139066075,0.263698377,0.340467286,0.131444589,0.068566634,0.056802253,0.055823267,0.160349246,0.152396642,0.06008681,0.12792505,0.074569981,0.055958583,0.072228413,0.078701672,0.11028105,0.142841008,0.188059931,0.164215568,0.34055918,0.198899273,0.167446417,0.163826011,0.419807347,0.09449433,0.111694918,0.043163596,0.084328239,0.088007652,0.123352926,0.115232537,0.121516397,0.062103639,0.068414167,0.009601852,0.014289156,0.005229805,0.027013202,0.002706668,0.250526339,0.268684654,0.323112309,0.004829466,0.005685316,0.318703256,0.219931992,0.160680086,0.062008478,0.057387394,0.074545648,0.022106302,0.018472627,0.016956596,0.110081793,0.033945783,0.143041935,0.126689327,0.177511889,0.020124321,0.185280198,0.069741007,0.087761181,0.145156711,0.087749162,0.109115378,0.075695498,0.116240186,0.112504444,0.040540004,0.019808476,0.013345699,0.007448485,0.029566068,0.08044209,0.025218662,0.045355207,0.012627774,0.006866205,0.008860594,0.008371929,0.068936875,0.11990405,0.029902464,0.334637745,0.160904917,0.072525935,0.160689663,0.256811801,0.021320313,0.300780874,0.223507577,0.295525675,0.184710199,0.071489315,0.329454221,0.008878291,0.02719375,0.001753647,0.004065419,0.002428081,0.004672813,0.002930922,0.009677511,0.003344107,0.006759796,0.002246636,0.003399696,0.008517957,0.003092847,0.005702872,0.012057813,0.006165664,0.005790452,0.002435184,0.002375088,0.004704124,0.004523128,0.007893756,0.005768058,0.006375637,0.006809325,0.002574366,0.007309425,0.00159047,0.001726865,0.001521393,0.002047306,0.008221582,0.008329852
