HCP_MMP1.0 + HCPex Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,HCPex_394_R_AV,HCPex_395_R_CeM,HCPex_396_R_CL,HCPex_397_R_CM,HCPex_398_R_LD,HCPex_399_R_LGN,HCPex_400_R_LP,HCPex_401_R_L-Sg,HCPex_402_R_MDl,HCPex_403_R_MDm,HCPex_404_R_MGN,HCPex_406_R_Pf,HCPex_407_R_PuA,HCPex_408_R_PuI,HCPex_409_R_PuL,HCPex_410_R_PuM,HCPex_411_R_VA,HCPex_412_R_VLa,HCPex_413_R_VLp,HCPex_414_R_VPL,HCPex_415_R_Putam,HCPex_416_R_Caud,HCPex_417_R_NAc,HCPex_418_R_Gpe,HCPex_419_R_Gpi,HCPex_420_R_Amyg,HCPex_421_R_SNpc,HCPex_422_R_SNpr,HCPex_423_R_VTA,HCPex_424_R_MB,HCPex_425_R_Septum,HCPex_426_R_Nb
36,0.025743764,0.077399616,0.055985589,0.019337222,0.008041155,0.00865644,0.005188602,0.674334974,0.601665154,0.535226085,0.24313788,0.395631644,0.01224975,0.048500138,0.124411022,0.03994259,0.06116985,0.005426053,0.033475114,0.005101038,0.006147018,0.006586854,0.09234174,0.051546041,0.14605492,0.821738777,0.325472688,0.14061497,0.241700308,0.057021985,0.010480578,0.069225655,0.044544881,0.056329978,0.050942708,0.370817583,0.411732041,0.494097593,0.368422553,0.42979631,0.406679343,0.36416618,0.519959609,0.834216841,0.333756324,0.195325833,0.228743722,0.124963877,0.270338162,0.093298477,0.370738983,0.269536914,0.598712482,0.595919944,0.450360041,0.397282058,0.070955795,0.085339124,0.087454895,0.287883434,0.179852377,0.239223017,0.137461602,0.195448985,0.067694175,0.016906977,0.096605809,0.182274719,0.208868855,0.06574716,0.032766442,0.062467256,0.106764567,0.077620615,0.069213437,0.020667644,0.018832671,0.161781034,0.101597132,0.130166056,0.085679006,0.095143703,0.076869016,0.058027813,0.052853568,0.033707551,0.021751241,0.027185638,0.015421568,0.011785273,0.016914414,0.015770698,0.008341947,0.011422118,0.137139395,0.643506773,0.252456443,0.658858359,0.184151274,0.149734582,0.09742582,0.111033801,0.020961675,0.092267512,0.137352964,0.081093005,0.013418413,0.09152066,0.118110437,0.004227434,0.015068101,0.00423931,0.147427527,0.128512201,0.13753198,0.196886245,0.160618263,0.003371378,0.004425731,0.003025115,0.009241354,0.001847459,0.037652247,0.052374404,0.036285035,0.001708336,0.010800633,0.037952564,0.064308738,0.078046485,0.009079316,0.04003387,0.058294949,0.006611883,0.002282083,0.006266676,0.073659941,0.066594254,0.122812664,0.115242244,0.051616709,0.075967039,0.066428389,0.157581871,0.10129545,0.057856192,0.228808335,0.215765003,0.226849909,0.145388992,0.086258081,0.068423994,0.017449102,0.009039727,0.003094097,0.037435199,0.09082767,0.014887403,0.036518251,0.010817797,0.044343397,0.05586263,0.005704834,0.038605111,0.06210503,0.006360334,0.012983299,0.118492635,0.052803899,0.0226475,0.042223603,0.00235293,0.030836828,0.076536095,0.044734169,0.078182491,0.055115282,0.019263757,0.08903494,0.147587546,0.012524641,0.120848696,0.022162216,0.251964953,0.020021648,0.019533124,0.026712684,0.107720123,0.071346552,0.079787339,0.028359567,0.1463133,0.212922796,0.044851973,0.220699677,0.060250117,0.077552147,0.136890663,0.288120343,0.20528434,0.248929365,0.193763493,0.036051646,0.232034169,0.074227178,0.036002928,0.038729664,0.039778371,0.010781149,0.041059281,0.025523565,0.018782111
37,0.020347155,0.027779389,0.054138245,0.014067104,0.005021387,0.004269541,0.00265842,0.661131996,0.592072885,0.498493218,0.183775966,0.345846935,0.007848787,0.099550273,0.124804625,0.019912911,0.043059162,0.00239317,0.017367039,0.003077514,0.003350518,0.003563241,0.031409286,0.043601206,0.125356007,0.87117382,0.3356613,0.116600925,0.249588535,0.091373797,0.012346036,0.135528762,0.096893185,0.111689174,0.112185765,0.371328047,0.378563534,0.434291015,0.413162875,0.335390427,0.279051169,0.427872948,0.384417723,0.876880706,0.35715703,0.195222528,0.220692829,0.11427181,0.288186224,0.082362145,0.357578952,0.256466028,0.588203793,0.563167269,0.404114392,0.346669102,0.147103416,0.134198912,0.14517508,0.221037436,0.156756132,0.197723962,0.254924634,0.1677394,0.078565523,0.037087752,0.082738568,0.192284718,0.147819405,0.083207112,0.044461191,0.037071012,0.085725774,0.065346243,0.049204321,0.016835729,0.027350514,0.138332794,0.083815967,0.108090738,0.067748887,0.080919247,0.061371266,0.061999043,0.060237084,0.051701411,0.02606611,0.030461105,0.023923263,0.020151063,0.036649258,0.034068681,0.017003678,0.024237224,0.123786951,0.650318757,0.241438787,0.703824157,0.175079937,0.141046432,0.087895977,0.099993792,0.015413807,0.078938367,0.125353134,0.069748649,0.007477883,0.078257482,0.106156578,0.005860034,0.008609084,0.005327441,0.135838836,0.117575853,0.126297166,0.195496274,0.144766188,0.003057886,0.003248573,0.005234822,0.007575802,0.003428594,0.01314368,0.041625148,0.02019318,0.00130509,0.02356459,0.014256783,0.038901843,0.048602319,0.003836254,0.014664569,0.029105441,0.003315555,0.001559617,0.002960611,0.046141437,0.023348067,0.099654179,0.095962556,0.026659959,0.074482004,0.0240568,0.142071493,0.088825165,0.039768579,0.225999733,0.215766496,0.218464336,0.131240877,0.074029278,0.059316267,0.010647905,0.004357138,0.003240849,0.013452611,0.031318667,0.007188768,0.013499433,0.007274311,0.101130515,0.105498639,0.002918401,0.046308283,0.068639409,0.011831979,0.007470747,0.10795663,0.035293493,0.032415121,0.046902752,0.001558879,0.024817251,0.063514975,0.031270105,0.028362233,0.024326882,0.007508766,0.151294756,0.154269771,0.014703474,0.126340179,0.026051879,0.244905226,0.022594355,0.019131082,0.033139243,0.10539429,0.07902021,0.089276698,0.025821872,0.142262273,0.205419401,0.045558892,0.213166637,0.069629558,0.086195336,0.128072961,0.266568621,0.188073174,0.243369893,0.204139706,0.04007108,0.221111455,0.068465491,0.037202159,0.03921761,0.040857189,0.01168792,0.0409073,0.034222761,0.026630205
38,0.013148433,0.006374269,0.027772903,0.008395982,0.002382774,0.001998159,0.001636195,0.61544179,0.528589745,0.523890112,0.17438008,0.323741424,0.003285646,0.339419767,0.061717662,0.00627686,0.017448559,0.001231204,0.00595741,0.001601334,0.001612953,0.001771741,0.005920467,0.022065755,0.070192984,0.882980716,0.323843486,0.06377114,0.158614417,0.224017437,0.019873042,0.437570357,0.335834204,0.374633095,0.398031496,0.372060176,0.439061619,0.441998752,0.300949431,0.402816042,0.371183018,0.256297753,0.41458982,0.901305714,0.273151172,0.109213183,0.158967919,0.075710173,0.182379934,0.043563199,0.302366028,0.212423444,0.526263559,0.588180982,0.513865346,0.318650541,0.479569717,0.412045467,0.461537561,0.404901894,0.401629471,0.485110092,0.645847207,0.437169551,0.260554074,0.184305851,0.12914134,0.248807603,0.312658139,0.178480026,0.129698835,0.070137593,0.11267112,0.111472617,0.065981782,0.044639679,0.102323359,0.144375302,0.113994188,0.129778987,0.10363175,0.098161467,0.106977874,0.147281395,0.148233763,0.161798283,0.083462892,0.107423608,0.098122878,0.089323094,0.181233536,0.168538678,0.080959065,0.1196157,0.090444724,0.694331978,0.278754283,0.723612366,0.075820875,0.056964413,0.038038521,0.04442441,0.009199109,0.038378169,0.063926459,0.02888347,0.004212372,0.049044449,0.055547805,0.023379821,0.011590225,0.021074021,0.071810912,0.070608187,0.068192306,0.164678994,0.107534897,0.005263303,0.003221252,0.016813975,0.009908938,0.011423131,0.003437896,0.021612597,0.009285026,0.001608993,0.08363509,0.004212391,0.017988709,0.023923793,0.00329609,0.005038193,0.01493665,0.00274927,0.0022252,0.002032251,0.022740869,0.005433546,0.054757026,0.042211973,0.010384513,0.037353254,0.005678202,0.108398218,0.055416694,0.016783719,0.130329213,0.142742625,0.104302075,0.056992309,0.032976359,0.021310656,0.016213697,0.003783413,0.006968825,0.003151505,0.006309842,0.00275698,0.003388934,0.014175045,0.365686418,0.341745585,0.003021916,0.142072309,0.217877072,0.053358325,0.004162751,0.0460465,0.023660865,0.114794059,0.124495848,0.002374222,0.014467701,0.031528182,0.015762962,0.007265067,0.011285203,0.002735749,0.484350942,0.419696221,0.008664845,0.106657029,0.013679509,0.21824685,0.013936356,0.010997452,0.013706971,0.063233521,0.079637544,0.06396246,0.013674223,0.124906935,0.105523063,0.024993724,0.104977369,0.027258707,0.083689529,0.126982258,0.187113287,0.107063248,0.176342987,0.174893915,0.061663818,0.170764712,0.049452806,0.021758954,0.035104415,0.043072527,0.00874869,0.035634053,0.080567671,0.078278991
39,0.034790903,0.141953291,0.063861195,0.027270752,0.01174058,0.013969978,0.007708551,0.708536557,0.619357006,0.59762197,0.234862534,0.405145222,0.01753981,0.037433167,0.138758552,0.066479361,0.086607887,0.008894018,0.054559504,0.007334151,0.009386298,0.010121022,0.172320157,0.063223844,0.184648709,0.827369308,0.349581509,0.182038077,0.258591582,0.046127513,0.011063842,0.056399492,0.03089802,0.044910867,0.037342363,0.436319381,0.523588286,0.569428711,0.371728678,0.533220172,0.524038946,0.334461214,0.634018665,0.84355724,0.355744073,0.214957607,0.232134292,0.134174381,0.276678712,0.109217045,0.380065174,0.276741993,0.616244236,0.665670593,0.556239821,0.403131287,0.055209839,0.090073209,0.091943434,0.366445868,0.281595051,0.379071017,0.117234535,0.312347766,0.088504257,0.010264096,0.085540411,0.173783666,0.33496977,0.058256718,0.034053896,0.102599957,0.097218105,0.065454818,0.059970758,0.017993098,0.016457266,0.158501074,0.091989768,0.122756939,0.073672285,0.090363003,0.064094489,0.045992059,0.047665509,0.030336591,0.025538355,0.034088294,0.013118345,0.008791878,0.010437784,0.009944719,0.005677655,0.007351033,0.144847812,0.683711044,0.251777312,0.658402031,0.205895138,0.170685582,0.114732918,0.131187016,0.028386241,0.114292611,0.163280535,0.09700453,0.021003268,0.098230623,0.134090966,0.003960087,0.015010991,0.004098644,0.171312915,0.14844029,0.159877584,0.208881792,0.167109875,0.003457655,0.004736083,0.002380129,0.009876971,0.001357084,0.069663937,0.068242535,0.057590951,0.0017866,0.006961838,0.068845117,0.09840771,0.117661513,0.015979629,0.073162195,0.096322977,0.010451955,0.003004227,0.009953144,0.109479599,0.122346435,0.160531947,0.144103084,0.082711795,0.086185812,0.121563191,0.163895773,0.110204611,0.082517349,0.252782617,0.24119168,0.250956939,0.171102608,0.098286647,0.085397747,0.028278726,0.014860269,0.002948263,0.068518157,0.1686997,0.024465286,0.066195721,0.017122506,0.030017542,0.043916368,0.009129732,0.046541487,0.084278516,0.004805634,0.019519607,0.138804557,0.050703828,0.022463426,0.037630804,0.003274002,0.039106079,0.096871554,0.063639876,0.143545562,0.095254917,0.034292739,0.091439406,0.210347529,0.011158762,0.118474073,0.018991562,0.235044721,0.018557594,0.02011197,0.021345997,0.102523533,0.071342164,0.073464654,0.028065278,0.14775608,0.204626988,0.047528835,0.213156989,0.054623786,0.077185001,0.146838118,0.288648896,0.19532536,0.261907941,0.203014194,0.035743592,0.239639217,0.072416325,0.038913606,0.035649632,0.034456192,0.009917365,0.038187929,0.023505532,0.016335596
40,0.011924785,0.006839655,0.023460785,0.007680682,0.002060124,0.001802037,0.001409918,0.553951116,0.477091588,0.478310713,0.186918399,0.307194019,0.002741591,0.361042308,0.052396769,0.005698108,0.01565204,0.001038437,0.005340997,0.001306165,0.001359625,0.00153818,0.006593186,0.019094285,0.060980634,0.910557094,0.300715014,0.055520699,0.1407943,0.225164427,0.018106751,0.430420551,0.363028134,0.402163953,0.419852268,0.319093454,0.393976676,0.448549992,0.25062546,0.38032393,0.325702171,0.212007658,0.490072867,0.922007494,0.233566806,0.096670975,0.144979428,0.071063122,0.157411229,0.040075608,0.275092673,0.194832199,0.475273188,0.533206081,0.478144387,0.300853101,0.444344539,0.396069889,0.430226232,0.352854629,0.377663939,0.432068235,0.695472136,0.413177382,0.3207603,0.294810407,0.180077213,0.290983308,0.275113594,0.177604629,0.169801102,0.101874658,0.154185001,0.172795602,0.095335778,0.069399325,0.162016363,0.170049456,0.16070214,0.167020694,0.158402859,0.129785153,0.160874889,0.175802838,0.204464722,0.210456455,0.134305358,0.155255303,0.146648999,0.128205194,0.289381109,0.269529956,0.130211641,0.191295659,0.086977319,0.691328479,0.312164775,0.754503238,0.064727346,0.047650991,0.032376778,0.038385147,0.007604272,0.033380753,0.055143307,0.025396051,0.003379166,0.053921053,0.053189751,0.036978265,0.017906919,0.033347334,0.064140047,0.066110786,0.061500104,0.150272441,0.103336721,0.004473759,0.002427254,0.015031108,0.008066333,0.010220169,0.003748177,0.018309427,0.00777926,0.001312597,0.07499324,0.004087371,0.016020505,0.021800024,0.004284423,0.005439304,0.014735335,0.002577659,0.001927829,0.001780702,0.020971339,0.005489201,0.048159238,0.036641132,0.009939365,0.031695254,0.006007935,0.10471688,0.053132586,0.015292401,0.113492578,0.125218753,0.089924014,0.048966333,0.030235793,0.017571574,0.015250117,0.003546098,0.005988903,0.003196559,0.007025266,0.002414804,0.003337417,0.01300487,0.404195256,0.393429181,0.002687015,0.179541669,0.256317046,0.085434158,0.003821154,0.039348772,0.031450378,0.185854272,0.19165234,0.002131312,0.012359426,0.027248977,0.01294696,0.007625325,0.011503017,0.002719979,0.438286604,0.391513297,0.01132548,0.14610403,0.016848689,0.236529986,0.018822108,0.014814151,0.014017901,0.088317207,0.110662958,0.083775758,0.018374375,0.176884393,0.140997144,0.032311168,0.136567071,0.027253589,0.11526112,0.181365636,0.233996862,0.129084407,0.22731727,0.23313291,0.102893152,0.221615603,0.063105144,0.028962338,0.038805611,0.04422748,0.009377206,0.044527184,0.143838207,0.142722696
41,0.010211679,0.002599184,0.015933807,0.006287601,0.00109332,0.001007059,0.000764337,0.550382913,0.465499991,0.494225521,0.183855882,0.300164328,0.00117197,0.483989593,0.03510063,0.002327282,0.008997349,0.000552539,0.002369026,0.000618761,0.000624869,0.000812052,0.001803347,0.012521266,0.046777868,0.939441064,0.289311074,0.042042713,0.113469908,0.282699084,0.020188968,0.558699746,0.4888461,0.542777707,0.562898302,0.283943794,0.370107578,0.465257449,0.194514799,0.383711142,0.310559868,0.148855385,0.563579884,0.954934534,0.188365343,0.072052955,0.125117827,0.059703466,0.119425315,0.029476037,0.260882699,0.18194788,0.464161192,0.551708395,0.518041083,0.290696475,0.563325625,0.504174401,0.543774081,0.374619565,0.47507012,0.526543684,0.842581008,0.52397058,0.448118309,0.442241628,0.221147529,0.326578324,0.318731531,0.192915965,0.238956982,0.146287821,0.183627359,0.222334919,0.118645654,0.099096989,0.245159745,0.185641044,0.195156114,0.192898753,0.19953816,0.15700734,0.20427129,0.214420762,0.284916041,0.295842739,0.204940814,0.227858031,0.216113512,0.184881286,0.433749515,0.404142881,0.196775262,0.28664745,0.077835291,0.72138039,0.342584816,0.781567961,0.03818802,0.025152926,0.018741144,0.023696703,0.004865784,0.022458188,0.038967272,0.014307362,0.001712191,0.049938626,0.041678792,0.054935835,0.022315713,0.049266944,0.048173434,0.055809468,0.047366493,0.142452032,0.092766379,0.004556465,0.001661757,0.017917511,0.007417201,0.01220647,0.001831604,0.011915468,0.004212804,0.00102208,0.090830533,0.001661919,0.010481054,0.015697226,0.005201392,0.003899908,0.012066428,0.002324142,0.00181618,0.001312595,0.015084578,0.001732576,0.036751417,0.022253685,0.005765342,0.021415694,0.002255416,0.095428027,0.043523907,0.009291234,0.088710123,0.107218011,0.059473635,0.029317423,0.018531866,0.007130951,0.017298589,0.003303917,0.00642654,0.000943911,0.002362836,0.001046431,0.001015881,0.015001401,0.553394602,0.546479698,0.00250866,0.252427032,0.351214201,0.128975701,0.002521152,0.02290704,0.02945477,0.28449829,0.282478087,0.002162511,0.008481811,0.01819107,0.00766261,0.003510474,0.009314442,0.001440083,0.546999982,0.489616287,0.013431905,0.178807624,0.017794425,0.206109008,0.022709256,0.016391445,0.010946219,0.092911392,0.142273188,0.098804988,0.017598508,0.208501063,0.127299127,0.036750046,0.118499159,0.020002246,0.147115865,0.218142089,0.213285893,0.104311762,0.265172021,0.288883477,0.156240848,0.258059718,0.066690374,0.035534454,0.036791252,0.03951269,0.008244019,0.047023314,0.229884205,0.231040333
42,0.039835939,0.169083964,0.068176512,0.032041542,0.015270762,0.018243262,0.011673483,0.685586156,0.592314734,0.604484288,0.22926358,0.395684824,0.022285684,0.035783933,0.141459317,0.079203747,0.097530892,0.011692907,0.065433223,0.009815887,0.012555079,0.013532724,0.205373708,0.067982687,0.196149985,0.804050344,0.35288712,0.195656833,0.256761085,0.042048337,0.012531445,0.054814329,0.027910117,0.043184816,0.035188894,0.458525582,0.571707209,0.590697067,0.35637783,0.572565448,0.570129939,0.29924864,0.679439088,0.82419164,0.353321777,0.215831483,0.223809238,0.134822164,0.267070175,0.114045944,0.365519515,0.26861774,0.58943343,0.671182113,0.598478658,0.39124,0.053249842,0.095423969,0.097829551,0.400015304,0.325156027,0.437186904,0.124295567,0.362426206,0.103040534,0.013634939,0.084290413,0.16942621,0.387567223,0.061499265,0.042452682,0.122376823,0.09561237,0.06423893,0.057003056,0.019062164,0.021511967,0.156509284,0.090459199,0.121068372,0.07213613,0.08976246,0.063002551,0.047094522,0.052866307,0.038445053,0.032359796,0.040733047,0.017373399,0.011825316,0.013840987,0.01301389,0.007303286,0.009733673,0.144794517,0.684676855,0.248810447,0.637724671,0.205320056,0.171837911,0.118371863,0.13530464,0.033463751,0.121027171,0.168749153,0.101083585,0.026803485,0.098567532,0.136435364,0.004987526,0.0156417,0.005408231,0.17555604,0.152692793,0.164091079,0.208326197,0.165643161,0.004924213,0.006820483,0.003081322,0.013535539,0.00179519,0.08379991,0.07517435,0.068415316,0.002761816,0.0076209,0.083169321,0.113306985,0.134517783,0.01950347,0.087484859,0.113278819,0.013858896,0.004817692,0.013302776,0.125271387,0.14712689,0.173831638,0.152941811,0.096488133,0.089811823,0.145021689,0.162745485,0.111794742,0.093233245,0.251815832,0.242505271,0.249140922,0.1756444,0.100728049,0.09225216,0.034145914,0.01963255,0.004197689,0.083269548,0.200894079,0.030658882,0.080777281,0.021157737,0.027194537,0.041251391,0.012429487,0.052713469,0.097603533,0.005994461,0.024122768,0.142290237,0.048954489,0.029402165,0.042379023,0.004935541,0.043937791,0.104009059,0.072708678,0.170833625,0.112857278,0.042222789,0.096861309,0.23845032,0.009839239,0.111237476,0.016141842,0.215940459,0.016778283,0.019626271,0.017039061,0.093901245,0.068250081,0.065998308,0.026389264,0.14113214,0.187141322,0.046526353,0.195140323,0.047595835,0.073448802,0.14534282,0.273814398,0.178373033,0.254579146,0.196866563,0.035293788,0.231853834,0.068525257,0.038292909,0.033465033,0.031657297,0.010023487,0.035394879,0.023498406,0.016693853
43,0.007352444,0.00518437,0.018542489,0.004869318,0.001487738,0.001137144,0.000787632,0.212911738,0.180519369,0.236353198,0.121227525,0.151261579,0.002221206,0.096815977,0.044892574,0.004909271,0.014120678,0.000564492,0.004440547,0.000861811,0.000900764,0.000987878,0.00507291,0.013215957,0.025237751,0.849215267,0.297563708,0.02330252,0.132146762,0.071710456,0.006404312,0.118724239,0.09529377,0.109778703,0.108931526,0.411480797,0.555748781,0.407157785,0.290038515,0.365463303,0.307292008,0.211113584,0.447479865,0.771987939,0.283418669,0.093715586,0.081143681,0.04367286,0.159222606,0.032483286,0.108869402,0.083285983,0.177955552,0.247488095,0.345101117,0.139575562,0.119954423,0.114670711,0.11942847,0.249499441,0.105087279,0.124949711,0.752839501,0.107277964,0.094107113,0.076579927,0.166907854,0.265525274,0.097975984,0.121217505,0.065629981,0.03709043,0.136943561,0.165701007,0.055087037,0.024055214,0.049369734,0.132840051,0.147287658,0.14262631,0.149883361,0.086819968,0.149674317,0.13762314,0.092913414,0.078366388,0.045733507,0.045401402,0.041068333,0.034209151,0.075263348,0.070064803,0.034208014,0.049781134,0.047057435,0.551986115,0.268700777,0.731197308,0.029938432,0.022418798,0.017049919,0.019221891,0.007535756,0.017950606,0.02476053,0.014113677,0.003737644,0.033309331,0.02840052,0.010143568,0.008210917,0.009300136,0.030120222,0.032852203,0.028515198,0.053536035,0.050222221,0.001358753,0.000921471,0.003691875,0.002663761,0.002492073,0.002713548,0.0134078,0.006767549,0.000507652,0.017803862,0.003449645,0.010098379,0.01235184,0.001622612,0.003150933,0.008429283,0.001152719,0.000694055,0.000849631,0.01193938,0.003810993,0.021571463,0.018321223,0.006980017,0.025773582,0.004763264,0.051045969,0.032604889,0.013624834,0.042981288,0.043441562,0.036601575,0.022755998,0.017064538,0.018672728,0.00478437,0.001425444,0.001653785,0.002289576,0.005224155,0.001730584,0.002415356,0.003636097,0.104753007,0.110476292,0.000993867,0.054665391,0.073922155,0.022721389,0.003431933,0.019455774,0.020700681,0.060154977,0.07375746,0.000757724,0.010723347,0.016290913,0.010705245,0.005553284,0.006608979,0.002231428,0.124093708,0.115170415,0.006362027,0.099447803,0.01279554,0.474226161,0.011834121,0.013747373,0.010644214,0.117982779,0.067940912,0.052916967,0.024795902,0.201506463,0.246193429,0.020251028,0.237298152,0.020262595,0.068812246,0.215705765,0.488880485,0.237235023,0.124025197,0.120938351,0.034309256,0.132777443,0.06775616,0.012677237,0.065368269,0.083845965,0.019673475,0.062856432,0.042688426,0.04061857
44,0.015037337,0.00333495,0.046977672,0.009648115,0.002537183,0.001219866,0.000435134,0.166772366,0.097056502,0.347417376,0.071968445,0.127338703,0.004286139,0.033913633,0.119192821,0.008796884,0.029300662,0.000228688,0.00763264,0.001101096,0.001072207,0.001150005,0.002943212,0.010373645,0.010480802,0.60831146,0.504278001,0.009190624,0.284618484,0.059763785,0.007308372,0.057611878,0.028402648,0.043654903,0.030639929,0.576396709,0.772678827,0.788321089,0.37680659,0.795324878,0.833060224,0.259620135,0.733602731,0.133610555,0.396429391,0.19294075,0.074111486,0.042552169,0.241332797,0.055995875,0.055464041,0.04950592,0.091501537,0.361570451,0.621665941,0.107977198,0.06062626,0.06717675,0.063469169,0.609113805,0.047461802,0.086613712,0.889504833,0.026142776,0.023231794,0.001329366,0.041267077,0.173134982,0.107500922,0.086819422,0.031804253,0.014523517,0.031932328,0.019027561,0.02173525,0.00701622,0.011931612,0.055871214,0.031853915,0.04598258,0.016795836,0.024213521,0.016839969,0.024837384,0.033569963,0.033538781,0.016650198,0.009809962,0.005184935,0.001932922,0.001459969,0.001395101,0.001238406,0.000929652,0.03100037,0.341300286,0.165470244,0.669178557,0.011969613,0.008912394,0.009236657,0.009698514,0.005402692,0.011466414,0.011983139,0.007408093,0.002041712,0.016219489,0.014582939,0.000838959,0.003103083,0.000647444,0.014636224,0.018073539,0.01385254,0.016058692,0.023527554,0.000263758,0.000206175,0.000184859,0.000957633,7.34E-05,0.001271909,0.011190283,0.00423006,8.56E-05,0.00035326,0.001792488,0.006794438,0.008752313,0.000512945,0.001779271,0.007073625,0.000576139,0.000146724,0.000340412,0.008665699,0.00194199,0.010301614,0.008127979,0.004447902,0.065684532,0.003277158,0.023685585,0.027641736,0.026477252,0.013347519,0.01087537,0.009005785,0.008215393,0.008812975,0.051091114,0.002246063,0.000639286,0.000121593,0.001551004,0.003266935,0.002159445,0.001746675,0.000733484,0.026195016,0.048256231,0.000310906,0.025752613,0.021952159,0.00139628,0.002137169,0.008963892,0.010090958,0.01919596,0.029020552,0.00019523,0.009168956,0.01216079,0.007809971,0.00340576,0.005243379,0.001101851,0.080424512,0.074076784,0.002142849,0.058354132,0.004726989,0.502666184,0.00401794,0.004123314,0.003834317,0.047969236,0.050965337,0.028573895,0.010950267,0.17561169,0.143820194,0.006347814,0.136007008,0.006996072,0.048908842,0.21458479,0.536910635,0.160058755,0.065072633,0.065149147,0.006560477,0.078026644,0.051682525,0.003619954,0.068615161,0.091840556,0.025046498,0.058024865,0.004448751,0.002709611
45,0.042441398,0.09528274,0.080362127,0.03597336,0.025032255,0.024635679,0.022938473,0.492364154,0.432734182,0.435645913,0.190437305,0.299775831,0.031803428,0.040064134,0.137868221,0.060824749,0.077182357,0.014853511,0.055660147,0.017242368,0.020200646,0.021420165,0.111008044,0.057632174,0.147111492,0.719706219,0.307038,0.146885575,0.229633394,0.046611843,0.021778964,0.05552572,0.03481524,0.044947232,0.039772058,0.372285476,0.442591339,0.439102067,0.322161145,0.391949509,0.356034908,0.2911286,0.493277168,0.739625303,0.310923227,0.189020659,0.189417497,0.118124257,0.24071809,0.098745172,0.281862168,0.21746943,0.430369294,0.478817611,0.442714106,0.295511091,0.056108982,0.075355758,0.075570579,0.250689464,0.181373209,0.23266526,0.17540307,0.199897458,0.09232661,0.040600776,0.096746106,0.177978421,0.215882503,0.093328366,0.067589408,0.088385039,0.100129851,0.081784241,0.057609748,0.026882771,0.04747081,0.144161298,0.097594367,0.11961409,0.084987452,0.091085601,0.079283133,0.07312636,0.080069959,0.073944783,0.047507482,0.046705683,0.041421256,0.032263374,0.040629639,0.036790913,0.019503452,0.027115111,0.124895777,0.576755815,0.228423709,0.578632706,0.158998123,0.132508355,0.09294461,0.10514973,0.033741013,0.09394628,0.13089715,0.078662217,0.028957682,0.08187433,0.108776742,0.009111848,0.015100745,0.009818999,0.138753141,0.123866094,0.130218585,0.181639556,0.14077104,0.015746705,0.021911948,0.009876982,0.039844939,0.006294113,0.049354227,0.062075374,0.053600365,0.009737872,0.023541409,0.052884877,0.081041797,0.09594335,0.014604217,0.052089603,0.077255062,0.018246225,0.012477456,0.01816329,0.093510172,0.092207747,0.132532155,0.117623841,0.065225937,0.094378362,0.083002874,0.139435788,0.096925211,0.072833192,0.202385087,0.197063221,0.194564061,0.135100136,0.080647396,0.08703893,0.029294423,0.024372672,0.014657926,0.057760154,0.109489278,0.033579273,0.059000339,0.021104015,0.033874386,0.043776928,0.017542627,0.049608901,0.078322191,0.014322507,0.024268324,0.110176126,0.040956886,0.056299055,0.067199402,0.009749399,0.041541453,0.081570596,0.058838498,0.094969797,0.0722432,0.031367196,0.074937225,0.141616684,0.010797706,0.092760203,0.017461052,0.159120626,0.016906619,0.018957252,0.021158378,0.076041679,0.0583636,0.060675003,0.02118927,0.105446235,0.143106152,0.042396824,0.148880773,0.047181875,0.063104806,0.102274296,0.192849208,0.131660216,0.198302086,0.158912347,0.034997608,0.180542246,0.055391884,0.03329005,0.030877781,0.030450636,0.014216675,0.03123175,0.029044951,0.023346831
