source_id,target_id,source,target,S2T,T2S
303,278,TPO,paAlt,1,0
303,284,TPO,ST3,1,0
303,285,TPO,ST2,1,0
303,286,TPO,ST1,1,0
303,287,TPO,Tpt,1,0
303,288,TPO,TE,1,1
303,290,TPO,AITv,0,1
303,295,TPO,AITd,1,1
303,296,TPO,TEa,1,0
304,20,TPOc,MG,1,0
304,24,TPOc,Pcn,1,0
304,26,TPOc,Cl,1,0
304,31,TPOc,SG,1,0
304,32,TPOc,Li,1,0
304,41,TPOc,PM,1,0
304,44,TPOc,Pul.o,1,0
304,45,TPOc,PL,1,0
304,50,TPOc,MD,1,0
304,113,TPOc,46,1,1
304,124,TPOc,FEF,1,1
304,172,TPOc,7,1,0
304,176,TPOc,IPL,1,0
304,178,TPOc,PG,1,0
304,179,TPOc,Opt,1,1
304,180,TPOc,7b,1,0
304,197,TPOc,PGm,1,0
304,206,TPOc,23,0,1
304,212,TPOc,29,0,1
304,216,TPOc,30,0,1
304,232,TPOc,TF,1,1
304,237,TPOc,36,1,0
304,240,TPOc,TG,1,0
304,264,TPOc,TH,1,1
304,278,TPOc,paAlt,1,1
304,284,TPOc,ST3,1,1
304,285,TPOc,ST2,1,1
304,286,TPOc,ST1,1,1
304,287,TPOc,Tpt,1,1
304,288,TPOc,TE,1,0
304,291,TPOc,CIT,1,0
305,113,TPOi,46,0,1
305,172,TPOi,7,1,0
305,179,TPOi,Opt,0,1
305,180,TPOi,7b,1,0
306,20,TPOr,MG,1,0
306,41,TPOr,PM,1,0
306,44,TPOr,Pul.o,1,0
306,50,TPOr,MD,1,0
306,113,TPOr,46,1,1
306,172,TPOr,7,1,0
306,176,TPOr,IPL,1,0
306,178,TPOr,PG,1,0
306,179,TPOr,Opt,1,1
306,180,TPOr,7b,1,0
306,197,TPOr,PGm,1,0
306,232,TPOr,TF,1,1
306,237,TPOr,36,1,0
306,240,TPOr,TG,1,0
306,264,TPOr,TH,1,1
306,278,TPOr,paAlt,1,0
306,284,TPOr,ST3,1,0
306,285,TPOr,ST2,1,0
306,286,TPOr,ST1,1,0
306,287,TPOr,Tpt,1,0
306,288,TPOr,TE,1,0
306,295,TPOr,AITd,1,0
306,304,TPOr,TPOc,1,1
307,109,TAa,9,1,0
307,113,TAa,46,1,0
307,116,TAa,PS,1,1
307,128,TAa,8A,1,1
307,129,TAa,8Ad,1,0
307,172,TAa,7,0,1
307,176,TAa,IPL,1,1
307,179,TAa,Opt,0,1
307,193,TAa,PEm,0,1
307,206,TAa,23,0,1
307,212,TAa,29,0,1
307,216,TAa,30,0,1
307,222,TAa,Pi,0,1
307,232,TAa,TF,1,0
307,237,TAa,36,1,1
307,240,TAa,TG,1,0
307,264,TAa,TH,0,1
307,272,TAa,A1,1,1
307,276,TAa,ProK,0,1
307,277,TAa,paAc,1,0
307,278,TAa,paAlt,1,1
307,284,TAa,ST3,1,1
307,285,TAa,ST2,1,1
307,286,TAa,ST1,1,1
307,287,TAa,Tpt,1,1
307,288,TAa,TE,1,1
307,295,TAa,AITd,1,1
307,304,TAa,TPOc,1,0
307,305,TAa,TPOi,1,0
307,306,TAa,TPOr,1,0
309,93,PGa,32,1,0
309,101,PGa,12o,1,0
309,105,PGa,12l,1,0
309,106,PGa,11,1,0
309,114,PGa,46v,1,0
309,116,PGa,PS,1,1
309,126,PGa,45A,1,0
309,128,PGa,8A,1,0
309,172,PGa,7,0,1
309,176,PGa,IPL,1,1
309,178,PGa,PG,1,1
309,179,PGa,Opt,1,0
309,184,PGa,LIP,1,0
309,187,PGa,VIP,1,0
309,193,PGa,PEm,0,1
309,206,PGa,23,0,1
309,232,PGa,TF,1,0
309,237,PGa,36,1,0
309,240,PGa,TG,1,0
309,272,PGa,A1,1,0
309,278,PGa,paAlt,1,0
309,284,PGa,ST3,1,0
309,285,PGa,ST2,1,0
309,286,PGa,ST1,1,0
309,287,PGa,Tpt,1,0
309,288,PGa,TE,1,0
309,290,PGa,AITv,0,1
309,295,PGa,AITd,0,1
309,296,PGa,TEa,1,0
309,298,PGa,PIT,1,0
309,300,PGa,PITv,1,0
310,24,IPa,Pcn,1,0
310,32,IPa,Li,1,0
310,35,IPa,PI,1,0
310,41,IPa,PM,1,0
310,101,IPa,12o,1,0
310,105,IPa,12l,1,0
310,106,IPa,11,1,0
310,113,IPa,46,0,1
310,114,IPa,46v,1,0
310,126,IPa,45A,1,0
310,128,IPa,8A,1,0
310,172,IPa,7,0,1
310,176,IPa,IPL,0,1
310,178,IPa,PG,1,0
310,179,IPa,Opt,0,1
310,180,IPa,7b,1,0
310,184,IPa,LIP,1,1
310,232,IPa,TF,1,0
310,237,IPa,36,1,0
310,285,IPa,ST2,1,0
310,288,IPa,TE,1,1
310,290,IPa,AITv,0,1
310,293,IPa,CITv,1,0
310,295,IPa,AITd,1,1
310,296,IPa,TEa,1,0
310,298,IPa,PIT,1,1
310,299,IPa,PITd,1,0
310,300,IPa,PITv,1,0
310,307,IPa,TAa,0,1
311,113,OAa,46,0,1
311,176,OAa,IPL,1,0
311,178,OAa,PG,1,0
311,184,OAa,LIP,1,0
311,187,OAa,VIP,1,0
311,232,OAa,TF,1,0
311,237,OAa,36,1,0
311,288,OAa,TE,1,1
311,293,OAa,CITv,1,0
311,296,OAa,TEa,1,0
311,298,OAa,PIT,1,0
311,310,OAa,IPa,1,0
312,26,MT,Cl,1,0
312,35,MT,PI,1,1
312,37,MT,PIp,1,1
312,38,MT,PIm,1,1
312,39,MT,PIl,1,1
312,40,MT,PIc,1,1
312,41,MT,PM,1,1
312,44,MT,Pul.o,1,0
312,45,MT,PL,1,1
312,48,MT,PLvl,1,1
312,49,MT,PLvm,1,1
312,113,MT,46,1,0
312,114,MT,46v,1,0
312,124,MT,FEF,1,0
312,126,MT,45A,1,0
312,128,MT,8A,1,0
312,172,MT,7,1,0
312,178,MT,PG,1,0
312,179,MT,Opt,0,1
312,184,MT,LIP,1,1
312,186,MT,LIPi,0,1
312,187,MT,VIP,1,1
312,188,MT,PIP,1,1
312,190,MT,MIP,0,1
312,237,MT,36,1,0
312,288,MT,TE,1,0
312,293,MT,CITv,1,0
312,298,MT,PIT,1,1
312,299,MT,PITd,1,0
312,304,MT,TPOc,0,1
312,310,MT,IPa,0,1
313,128,MTp,8A,1,0
313,180,MTp,7b,1,1
313,184,MTp,LIP,1,1
313,197,MTp,PGm,1,1
314,124,FST,FEF,1,1
314,126,FST,45A,1,0
314,128,FST,8A,1,0
314,176,FST,IPL,1,0
314,177,FST,7a,1,0
314,178,FST,PG,1,0
314,179,FST,Opt,0,1
314,184,FST,LIP,1,1
314,187,FST,VIP,1,1
314,232,FST,TF,1,1
314,237,FST,36,0,1
314,264,FST,TH,0,1
314,288,FST,TE,1,0
314,290,FST,AITv,0,1
314,292,FST,CITd,0,1
314,293,FST,CITv,1,1
314,296,FST,TEa,1,0
314,298,FST,PIT,1,1
314,299,FST,PITd,1,0
314,300,FST,PITv,1,0
314,304,FST,TPOc,1,1
314,307,FST,TAa,0,1
314,312,FST,MT,1,1
315,113,MST,46,0,1
315,126,MST,45A,1,0
315,128,MST,8A,1,0
315,144,MST,F2,1,0
315,178,MST,PG,1,0
315,179,MST,Opt,0,1
315,180,MST,7b,1,1
315,184,MST,LIP,1,0
315,195,MST,PEc,1,0
315,197,MST,PGm,1,1
315,198,MST,31,1,0
315,199,MST,PECg,1,0
315,207,MST,23c,1,0
315,209,MST,TSA,1,0
315,298,MST,PIT,1,0
315,312,MST,MT,1,0
316,124,MSTp,FEF,1,1
316,184,MSTp,LIP,0,1
316,187,MSTp,VIP,1,1
316,304,MSTp,TPOc,1,1
316,312,MSTp,MT,1,1
316,314,MSTp,FST,1,1
317,113,MSTd,46,0,1
317,114,MSTd,46v,0,1
317,123,MSTd,8,0,1
317,124,MSTd,FEF,1,1
317,130,MSTd,8Ac,0,1
317,145,MSTd,6M,0,1
317,172,MSTd,7,1,0
317,177,MSTd,7a,1,1
317,184,MSTd,LIP,1,1
317,185,MSTd,LIPe,0,1
317,186,MSTd,LIPi,0,1
317,187,MSTd,VIP,1,1
317,188,MSTd,PIP,0,1
317,190,MSTd,MIP,0,1
317,204,MSTd,24b,0,1
317,205,MSTd,24a,0,1
317,232,MSTd,TF,0,1
317,264,MSTd,TH,0,1
317,298,MSTd,PIT,1,1
317,304,MSTd,TPOc,1,1
317,305,MSTd,TPOi,0,1
317,306,MSTd,TPOr,0,1
317,307,MSTd,TAa,0,1
317,310,MSTd,IPa,0,1
317,312,MSTd,MT,1,1
317,314,MSTd,FST,1,1
320,3,OA,Hyp,0,1
320,6,OA,LD,1,0
320,21,OA,LGN,1,0
320,33,OA,Ret,1,0
320,34,OA,Pul,0,1
320,35,OA,PI,1,1
320,45,OA,PL,1,0
320,113,OA,46,1,0
320,116,OA,PS,1,1
320,122,OA,9/46d,1,0
320,129,OA,8Ad,1,0
320,131,OA,8B,1,0
320,143,OA,F7,1,0
320,176,OA,IPL,0,1
320,178,OA,PG,1,0
320,184,OA,LIP,1,1
320,185,OA,LIPe,1,0
320,186,OA,LIPi,1,0
320,206,OA,23,1,0
320,208,OA,23b,1,0
320,232,OA,TF,1,1
320,237,OA,36,1,0
320,288,OA,TE,1,1
320,301,OA,STS,0,1
320,303,OA,TPO,1,0
320,309,OA,PGa,1,0
321,124,V3A,FEF,1,0
321,126,V3A,45A,1,0
321,128,V3A,8A,1,0
321,184,V3A,LIP,1,1
321,187,V3A,VIP,1,1
321,190,V3A,MIP,1,1
321,298,V3A,PIT,1,1
321,299,V3A,PITd,1,0
321,312,V3A,MT,1,1
321,314,V3A,FST,1,1
321,316,V3A,MSTp,1,1
321,317,V3A,MSTd,1,1
322,34,V3,Pul,1,0
322,45,V3,PL,0,1
322,124,V3,FEF,1,0
322,126,V3,45A,1,0
322,178,V3,PG,1,0
322,184,V3,LIP,1,1
322,187,V3,VIP,1,1
322,188,V3,PIP,1,1
322,198,V3,31,1,0
322,206,V3,23,1,0
322,207,V3,23c,1,0
322,232,V3,TF,1,1
322,288,V3,TE,0,1
322,312,V3,MT,1,1
322,314,V3,FST,1,1
322,317,V3,MSTd,1,1
323,34,V3d,Pul,1,0
323,128,V3d,8A,1,0
323,184,V3d,LIP,1,1
323,298,V3d,PIT,1,1
324,34,V3v,Pul,1,0
324,35,V3v,PI,1,0
324,41,V3v,PM,1,0
324,45,V3v,PL,1,0
324,65,V3v,VPL,1,0
324,124,V3v,FEF,1,0
324,128,V3v,8A,1,0
324,184,V3v,LIP,1,1
324,186,V3v,LIPi,1,1
324,187,V3v,VIP,1,0
324,188,V3v,PIP,1,1
324,232,V3v,TF,1,1
324,298,V3v,PIT,1,1
324,299,V3v,PITd,1,0
324,300,V3v,PITv,1,0
324,312,V3v,MT,1,1
324,314,V3v,FST,1,0
324,317,V3v,MSTd,1,1
324,321,V3v,V3A,1,1
325,24,V4,Pcn,1,0
325,26,V4,Cl,1,0
325,27,V4,Csl,1,0
325,34,V4,Pul,1,0
325,35,V4,PI,1,1
325,37,V4,PIp,0,1
325,39,V4,PIl,0,1
325,40,V4,PIc,0,1
325,41,V4,PM,1,1
325,44,V4,Pul.o,1,0
325,45,V4,PL,1,1
325,48,V4,PLvl,0,1
325,49,V4,PLvm,0,1
325,65,V4,VPL,1,0
325,113,V4,46,1,1
325,124,V4,FEF,1,1
325,125,V4,45,0,1
325,126,V4,45A,1,0
325,128,V4,8A,1,0
325,178,V4,PG,1,1
325,184,V4,LIP,1,1
325,187,V4,VIP,0,1
325,188,V4,PIP,1,1
325,232,V4,TF,1,1
325,233,V4,TFM,1,0
325,234,V4,TFL,1,0
325,264,V4,TH,1,1
325,288,V4,TE,0,1
325,290,V4,AITv,1,1
325,292,V4,CITd,1,1
325,293,V4,CITv,1,1
325,298,V4,PIT,1,1
325,299,V4,PITd,1,1
325,300,V4,PITv,1,1
325,301,V4,STS,0,1
325,311,V4,OAa,0,1
325,312,V4,MT,1,1
325,314,V4,FST,1,1
325,321,V4,V3A,1,1
325,322,V4,V3,1,1
325,323,V4,V3d,0,1
325,324,V4,V3v,1,1
326,24,V4t,Pcn,1,0
326,27,V4t,Csl,1,0
326,35,V4t,PI,1,0
326,41,V4t,PM,1,0
326,45,V4t,PL,1,0
326,124,V4t,FEF,1,0
326,126,V4t,45A,1,0
326,128,V4t,8A,1,0
326,179,V4t,Opt,0,1
326,184,V4t,LIP,1,0
326,298,V4t,PIT,1,1
326,299,V4t,PITd,1,0
326,300,V4t,PITv,1,0
326,312,V4t,MT,1,1
326,314,V4t,FST,1,1
326,316,V4t,MSTp,1,0
326,317,V4t,MSTd,1,1
326,322,V4t,V3,1,1
327,35,V4d,PI,1,0
327,41,V4d,PM,1,0
327,44,V4d,Pul.o,1,0
327,45,V4d,PL,1,0
327,70,V4d,VLps,1,0
327,178,V4d,PG,1,0
327,184,V4d,LIP,1,0
327,298,V4d,PIT,1,0
327,299,V4d,PITd,1,0
327,300,V4d,PITv,1,0
327,312,V4d,MT,1,0
327,317,V4d,MSTd,1,0
330,176,V4v,IPL,1,0
330,298,V4v,PIT,1,0
330,299,V4v,PITd,1,0
330,300,V4v,PITv,1,0
330,324,V4v,V3v,1,1
333,93,PO,32,1,0
333,124,PO,FEF,0,1
333,126,PO,45A,1,0
333,128,PO,8A,1,0
333,132,PO,6,1,0
333,142,PO,6D,1,0
333,143,PO,F7,1,0
333,144,PO,F2,1,0
333,177,PO,7a,1,1
333,178,PO,PG,1,0
333,184,PO,LIP,1,1
333,187,PO,VIP,0,1
333,188,PO,PIP,0,1
333,190,PO,MIP,0,1
333,197,PO,PGm,1,1
333,232,PO,TF,0,1
333,312,PO,MT,1,1
333,316,PO,MSTp,1,1
333,317,PO,MSTd,1,1
333,321,PO,V3A,0,1
333,322,PO,V3,0,1
333,324,PO,V3v,0,1
333,325,PO,V4,1,0
333,326,PO,V4t,0,1
334,113,V6A,46,1,1
334,134,V6A,F5,1,1
334,143,V6A,F7,1,1
334,144,V6A,F2,1,1
334,146,V6A,F3,1,0
334,151,V6A,F6,1,1
334,152,V6A,M1,1,0
334,177,V6A,7a,1,1
334,184,V6A,LIP,1,1
334,187,V6A,VIP,1,1
334,189,V6A,AIP,1,0
334,190,V6A,MIP,1,1
334,193,V6A,PEm,0,1
334,195,V6A,PEc,1,1
334,197,V6A,PGm,1,1
334,199,V6A,PECg,1,1
334,312,V6A,MT,1,0
334,322,V6A,V3,1,0
335,21,V6,LGN,0,1
335,32,V6,Li,0,1
335,34,V6,Pul,1,0
335,35,V6,PI,1,0
335,38,V6,PIm,0,1
335,39,V6,PIl,1,1
335,40,V6,PIc,1,1
335,41,V6,PM,1,0
335,45,V6,PL,1,1
335,65,V6,VPL,1,0
335,124,V6,FEF,1,0
335,134,V6,F5,1,0
335,143,V6,F7,1,0
335,146,V6,F3,1,0
335,177,V6,7a,1,0
335,184,V6,LIP,1,0
335,187,V6,VIP,1,0
335,190,V6,MIP,1,0
335,195,V6,PEc,1,0
335,197,V6,PGm,1,0
335,312,V6,MT,1,1
335,314,V6,FST,0,1
335,315,V6,MST,0,1
335,321,V6,V3A,1,0
335,322,V6,V3,1,0
335,328,V6,DLr,0,1
335,329,V6,DLc,0,1
335,331,V6,VPP,0,1
335,332,V6,DI,0,1
335,334,V6,V6A,1,1
336,6,DP,LD,1,0
336,24,DP,Pcn,1,0
336,26,DP,Cl,1,0
336,27,DP,Csl,1,0
336,35,DP,PI,1,0
336,41,DP,PM,1,0
336,44,DP,Pul.o,1,0
336,45,DP,PL,1,0
336,65,DP,VPL,1,0
336,113,DP,46,1,1
336,124,DP,FEF,0,1
336,177,DP,7a,1,1
336,178,DP,PG,1,0
336,184,DP,LIP,1,1
336,188,DP,PIP,1,1
336,288,DP,TE,0,1
336,298,DP,PIT,1,1
336,312,DP,MT,1,0
336,314,DP,FST,1,0
336,316,DP,MSTp,1,0
336,317,DP,MSTd,1,1
336,321,DP,V3A,1,1
336,324,DP,V3v,0,1
336,325,DP,V4,1,1
336,333,DP,PO,1,1
336,334,DP,V6A,0,1
336,335,DP,V6,0,1
337,299,VOT,PITd,1,0
337,300,VOT,PITv,1,0
337,324,VOT,V3v,1,1
337,325,VOT,V4,1,0
338,21,V1,LGN,0,1
338,22,V1,IL,0,1
338,34,V1,Pul,1,1
338,35,V1,PI,0,1
338,36,V1,PIl-s,1,1
338,38,V1,PIm,1,0
338,39,V1,PIl,1,1
338,40,V1,PIc,1,0
338,45,V1,PL,0,1
338,46,V1,PLa,0,1
338,48,V1,PLvl,0,1
338,49,V1,PLvm,0,1
338,184,V1,LIP,0,1
338,188,V1,PIP,1,1
338,232,V1,TF,0,1
338,264,V1,TH,0,1
338,288,V1,TE,0,1
338,297,V1,TEm,0,1
338,298,V1,PIT,0,1
338,309,V1,PGa,0,1
338,310,V1,IPa,0,1
338,311,V1,OAa,1,0
338,312,V1,MT,1,1
338,316,V1,MSTp,1,0
338,321,V1,V3A,1,1
338,322,V1,V3,1,1
338,325,V1,V4,1,1
338,326,V1,V4t,0,1
338,327,V1,V4d,1,1
338,333,V1,PO,1,1
338,335,V1,V6,1,1
339,202,ProSt,24c,1,0
339,232,ProSt,TF,1,0
340,6,V2,LD,1,0
340,21,V2,LGN,1,1
340,24,V2,Pcn,1,0
340,33,V2,Ret,1,0
340,34,V2,Pul,1,1
340,35,V2,PI,1,1
340,38,V2,PIm,0,1
340,39,V2,PIl,0,1
340,40,V2,PIc,0,1
340,44,V2,Pul.o,1,0
340,45,V2,PL,1,1
340,48,V2,PLvl,0,1
340,49,V2,PLvm,0,1
340,65,V2,VPL,1,0
340,93,V2,32,1,0
340,95,V2,10,1,0
340,123,V2,8,1,0
340,124,V2,FEF,1,0
340,126,V2,45A,1,0
340,128,V2,8A,1,0
340,178,V2,PG,1,0
340,184,V2,LIP,1,1
340,186,V2,LIPi,1,0
340,187,V2,VIP,1,0
340,188,V2,PIP,1,0
340,197,V2,PGm,1,1
340,206,V2,23,1,0
340,232,V2,TF,1,1
340,288,V2,TE,1,1
340,297,V2,TEm,0,1
340,298,V2,PIT,1,1
340,299,V2,PITd,1,0
340,300,V2,PITv,1,0
340,312,V2,MT,1,1
340,313,V2,MTp,1,0
340,314,V2,FST,1,0
340,315,V2,MST,1,0
340,316,V2,MSTp,1,1
340,317,V2,MSTd,1,1
340,320,V2,OA,1,1
340,321,V2,V3A,1,1
340,322,V2,V3,1,1
340,323,V2,V3d,1,0
340,324,V2,V3v,1,1
340,325,V2,V4,1,1
340,326,V2,V4t,1,0
340,327,V2,V4d,1,0
340,328,V2,DLr,1,0
340,329,V2,DLc,1,0
340,331,V2,VPP,1,0
340,332,V2,DI,1,0
340,333,V2,PO,1,0
340,335,V2,V6,1,1
340,337,V2,VOT,1,1
340,338,V2,V1,1,1
340,339,V2,ProSt,1,0
342,3,Amyg,Hyp,0,1
342,6,Amyg,LD,1,0
342,8,Amyg,AM,1,0
342,11,Amyg,Re,1,0
342,12,Amyg,PT,1,0
342,13,Amyg,PAa,1,0
342,16,Amyg,Cim,1,0
342,17,Amyg,Cif,1,0
342,18,Amyg,Cdc,1,0
342,32,Amyg,Li,1,0
342,41,Amyg,PM,1,0
342,50,Amyg,MD,1,0
342,56,Amyg,MDmc,1,0
342,82,Amyg,14,1,0
342,89,Amyg,13,1,0
342,106,Amyg,11,1,0
342,109,Amyg,9,1,0
342,131,Amyg,8B,1,0
342,132,Amyg,6,1,0
342,201,Amyg,24,1,0
342,217,Amyg,25,1,0
342,218,Amyg,Insula,0,1
343,50,B,MD,1,0
343,56,B,MDmc,1,0
343,57,B,MDpm,1,0
343,58,B,MDfi,1,0
343,82,B,14,1,0
343,89,B,13,1,0
343,92,B,13a,1,0
343,93,B,32,1,0
343,95,B,10,1,0
343,100,B,12,1,0
343,101,B,12o,1,0
343,105,B,12l,1,0
343,106,B,11,1,0
343,108,B,11m,0,1
343,109,B,9,1,0
343,123,B,8,0,1
343,201,B,24,1,0
343,217,B,25,1,0
343,225,B,Ia,1,0
343,229,B,Iai,1,0
343,232,B,TF,1,1
343,235,B,Per,1,0
343,236,B,35,1,1
343,237,B,36,1,0
343,238,B,36c,1,1
343,239,B,36r,1,1
343,240,B,TG,1,1
343,241,B,TPPro,1,1
343,249,B,ENT,1,0
343,250,B,EL,1,0
343,253,B,EI,1,0
343,255,B,28m,1,0
343,259,B,S,1,0
343,264,B,TH,1,1
343,266,B,Hip,1,0
343,267,B,CA1,1,1
343,269,B,CA3,1,0
343,288,B,TE,1,0
343,290,B,AITv,0,1
343,294,B,21,1,1
343,295,B,AITd,1,1
343,296,B,TEa,1,1
343,298,B,PIT,1,0
343,325,B,V4,1,0
344,56,Bla,MDmc,1,0
344,82,Bla,14,1,0
344,89,Bla,13,1,0
344,93,Bla,32,1,0
344,101,Bla,12o,1,0
344,106,Bla,11,1,0
344,109,Bla,9,1,0
344,113,Bla,46,1,0
344,114,Bla,46v,1,0
344,123,Bla,8,1,0
344,132,Bla,6,1,0
344,201,Bla,24,1,1
344,217,Bla,25,1,0
344,236,Bla,35,1,0
344,240,Bla,TG,1,1
344,241,Bla,TPPro,1,0
344,249,Bla,ENT,1,0
344,288,Bla,TE,1,1
344,289,Bla,20,1,1
344,290,Bla,AITv,1,1
344,291,Bla,CIT,1,1
344,294,Bla,21,1,1
344,295,Bla,AITd,1,1
344,296,Bla,TEa,1,1
344,298,Bla,PIT,1,1
344,312,Bla,MT,1,0
344,315,Bla,MST,1,0
344,325,Bla,V4,1,0
344,338,Bla,V1,1,0
344,340,Bla,V2,1,0
345,50,Abpc,MD,1,0
345,56,Abpc,MDmc,1,0
345,82,Abpc,14,1,0
345,84,Abpc,14r,1,0
345,89,Abpc,13,1,0
345,92,Abpc,13a,1,0
345,94,Abpc,FD,1,0
345,100,Abpc,12,1,0
345,101,Abpc,12o,1,0
345,105,Abpc,12l,0,1
345,132,Abpc,6,1,0
345,228,Abpc,Iapm,1,0
345,229,Abpc,Iai,1,0
345,232,Abpc,TF,1,1
345,236,Abpc,35,1,0
345,237,Abpc,36,0,1
345,238,Abpc,36c,1,0
345,239,Abpc,36r,1,1
345,249,Abpc,ENT,1,0
345,264,Abpc,TH,1,1
345,344,Abpc,Bla,1,1
346,82,Bi,14,1,0
346,84,Bi,14r,1,0
346,89,Bi,13,1,1
346,92,Bi,13a,1,1
346,94,Bi,FD,1,0
346,100,Bi,12,1,0
346,101,Bi,12o,1,0
346,108,Bi,11m,1,0
346,217,Bi,25,0,1
346,225,Bi,Ia,0,1
346,227,Bi,Iam,0,1
346,228,Bi,Iapm,1,0
346,229,Bi,Iai,1,1
346,232,Bi,TF,1,1
346,236,Bi,35,0,1
346,237,Bi,36,0,1
346,238,Bi,36c,1,1
346,239,Bi,36r,1,1
346,247,Bi,36p,0,1
346,249,Bi,ENT,0,1
346,288,Bi,TE,0,1
346,345,Bi,Abpc,1,1
347,259,ABd,S,1,0
347,267,ABd,CA1,1,0
347,269,ABd,CA3,1,0
347,345,ABd,Abpc,1,0
347,346,ABd,Bi,1,1
348,259,Bvl,S,1,0
348,345,Bvl,Abpc,1,0
348,346,Bvl,Bi,1,1
348,347,Bvl,ABd,1,1
349,259,ABv,S,1,0
349,267,ABv,CA1,1,0
349,345,ABv,Abpc,1,0
349,346,ABv,Bi,1,1
349,347,ABv,ABd,1,1
349,348,ABv,Bvl,1,1
350,50,MB,MD,1,0
350,56,MB,MDmc,1,0
350,82,MB,14,1,0
350,89,MB,13,1,0
350,93,MB,32,1,0
350,101,MB,12o,1,0
350,106,MB,11,1,0
350,114,MB,46v,1,0
350,201,MB,24,1,0
350,217,MB,25,1,0
350,235,MB,Per,1,0
350,236,MB,35,1,0
350,240,MB,TG,1,1
350,241,MB,TPPro,1,0
350,249,MB,ENT,1,0
350,255,MB,28m,1,0
350,262,MB,Pros.,1,1
350,266,MB,Hip,1,0
350,267,MB,CA1,1,1
350,269,MB,CA3,1,0
350,288,MB,TE,1,0
350,289,MB,20,1,1
350,290,MB,AITv,1,1
350,291,MB,CIT,1,1
350,294,MB,21,1,0
350,296,MB,TEa,1,1
350,298,MB,PIT,1,0
350,344,MB,Bla,0,1
350,345,MB,Abpc,0,1
351,82,ABvm,14,1,0
351,89,ABvm,13,1,0
351,101,ABvm,12o,1,0
351,228,ABvm,Iapm,1,0
351,229,ABvm,Iai,1,0
351,259,ABvm,S,1,0
351,262,ABvm,Pros.,1,0
351,267,ABvm,CA1,1,0
351,345,ABvm,Abpc,1,0
351,346,ABvm,Bi,1,0
351,347,ABvm,ABd,1,1
351,348,ABvm,Bvl,1,1
351,349,ABvm,ABv,1,1
352,50,ABmg,MD,1,0
352,56,ABmg,MDmc,1,0
352,82,ABmg,14,1,0
352,84,ABmg,14r,1,0
352,89,ABmg,13,1,1
352,92,ABmg,13a,1,1
352,94,ABmg,FD,1,0
352,100,ABmg,12,1,0
352,101,ABmg,12o,1,0
352,108,ABmg,11m,1,0
352,132,ABmg,6,1,0
352,169,ABmg,CMA,1,0
352,217,ABmg,25,0,1
352,225,ABmg,Ia,0,1
352,227,ABmg,Iam,0,1
352,228,ABmg,Iapm,1,0
352,229,ABmg,Iai,1,1
352,232,ABmg,TF,1,1
352,236,ABmg,35,0,1
352,237,ABmg,36,0,1
352,238,ABmg,36c,0,1
352,239,ABmg,36r,1,1
352,247,ABmg,36p,0,1
352,249,ABmg,ENT,0,1
352,264,ABmg,TH,1,0
352,288,ABmg,TE,0,1
352,344,ABmg,Bla,1,1
352,345,ABmg,Abpc,1,1
352,350,ABmg,MB,1,0
353,50,A,MD,1,0
353,89,A,13,1,0
353,93,A,32,1,0
353,232,A,TF,1,0
353,236,A,35,1,0
353,237,A,36,0,1
353,238,A,36c,1,0
353,239,A,36r,1,1
353,240,A,TG,1,0
353,249,A,ENT,1,0
353,255,A,28m,1,0
353,264,A,TH,1,0
353,344,A,Bla,0,1
353,346,A,Bi,0,1
353,347,A,ABd,0,1
353,348,A,Bvl,0,1
353,349,A,ABv,0,1
353,351,A,ABvm,0,1
353,352,A,ABmg,0,1
354,101,I,12o,1,0
354,347,I,ABd,0,1
354,348,I,Bvl,0,1
354,349,I,ABv,0,1
354,351,I,ABvm,0,1
355,50,ME,MD,1,0
355,89,ME,13,1,0
355,92,ME,13a,0,1
355,227,ME,Iam,0,1
355,228,ME,Iapm,1,0
355,229,ME,Iai,1,1
355,237,ME,36,0,1
355,239,ME,36r,1,0
355,240,ME,TG,1,1
355,249,ME,ENT,1,0
355,255,ME,28m,1,0
355,343,ME,B,1,1
355,344,ME,Bla,0,1
355,345,ME,Abpc,0,1
355,347,ME,ABd,0,1
355,348,ME,Bvl,0,1
355,349,ME,ABv,0,1
355,351,ME,ABvm,0,1
355,352,ME,ABmg,0,1
356,50,CE,MD,1,0
356,92,CE,13a,0,1
356,227,CE,Iam,0,1
356,228,CE,Iapm,1,0
356,229,CE,Iai,0,1
356,232,CE,TF,0,1
356,237,CE,36,0,1
356,239,CE,36r,1,1
356,240,CE,TG,1,0
356,290,CE,AITv,0,1
356,343,CE,B,1,1
356,344,CE,Bla,0,1
356,345,CE,Abpc,0,1
356,346,CE,Bi,0,1
356,347,CE,ABd,0,1
356,348,CE,Bvl,0,1
356,349,CE,ABv,0,1
356,351,CE,ABvm,0,1
356,352,CE,ABmg,0,1
357,50,PAC,MD,1,0
357,89,PAC,13,1,0
357,92,PAC,13a,1,1
357,93,PAC,32,1,0
357,106,PAC,11,1,0
357,217,PAC,25,1,0
357,228,PAC,Iapm,1,0
357,229,PAC,Iai,1,1
357,232,PAC,TF,1,0
357,238,PAC,36c,1,0
357,239,PAC,36r,1,0
357,241,PAC,TPPro,1,0
357,249,PAC,ENT,1,0
357,264,PAC,TH,1,0
357,343,PAC,B,0,1
357,345,PAC,Abpc,1,0
