D99_index,ac,af_l,af_r,ar_l,ar_r,atr_l,atr_r,cbd_l,cbd_r,cbp_l,cbp_r,cbt_l,cbt_r,cst_l,cst_r,fa_l,fa_r,fma,fmi,fx_l,fx_r,ifo_l,ifo_r,ilf_l,ilf_r,mcp,mdlf_l,mdlf_r,or_l,or_r,slf1_l,slf1_r,slf2_l,slf2_r,slf3_l,slf3_r,str_l,str_r,uf_l,uf_r,vof_l,vof_r
0532_RIGHT_VP,0.092557798,0.001720597,0.00403354,0.006111974,0.030771169,0.009773402,0.036642778,0.006853182,0.017369702,0.010172265,0.063082617,0.003559731,0.032147255,0.008105723,0.040644583,0.004428348,0.016210811,0.030365697,0.021079376,0.026939179,0.165910019,0.015454967,0.124070943,0.003224357,0.03004881,0.007356708,0.003123676,0.01621893,0.006216709,0.039284527,0.001330435,0.00256655,0.006958111,0.012830096,0.002287989,0.011583899,0.005216092,0.014924663,0.004110524,0.05783459,0.001848331,0.012951745
0533_RIGHT_AV,0.025644262,0.000635015,0.002536535,0.002428625,0.022194065,0.005307806,0.142930392,0.003859216,0.019953488,0.002721686,0.013271894,0.001292635,0.027617306,0.003258372,0.021044022,0.005162896,0.024274034,0.022335178,0.016168112,0.009128068,0.256980795,0.005331356,0.063165467,0.00114544,0.010800855,0.00272524,0.001047742,0.009781769,0.002338752,0.043324909,0.000977934,0.003024885,0.004342235,0.009083282,0.001139243,0.006926203,0.002716393,0.02351762,0.001253102,0.01399665,0.000666066,0.006832579
0534_RIGHT_AM,0.033501846,0.000984678,0.003094405,0.005436415,0.025533103,0.012818263,0.150170724,0.00509771,0.023954917,0.003691461,0.014373808,0.004561673,0.034735123,0.005636009,0.021867629,0.003442237,0.012382775,0.043005053,0.025900011,0.043361584,0.284811259,0.011140574,0.084593671,0.002735605,0.01319632,0.004281103,0.001636848,0.010698208,0.008152844,0.041697595,0.001107388,0.00201813,0.004208154,0.007667152,0.001448579,0.006179984,0.005416566,0.020972615,0.002231269,0.017039948,0.001395457,0.00807915
0535_RIGHT_VApc,0.023539611,0.00120803,0.001794459,0.007870828,0.029085431,0.015630706,0.273110474,0.010229398,0.035732273,0.005912426,0.018300764,0.003119702,0.009769295,0.010238489,0.04751445,0.013913669,0.048552755,0.023721463,0.040683863,0.025159589,0.093155116,0.01188702,0.069290014,0.002189317,0.004726821,0.011899402,0.002174903,0.005818437,0.00625922,0.027217825,0.002792636,0.005867725,0.010622276,0.012525078,0.002864377,0.0090126,0.010428495,0.05230568,0.002547418,0.010598575,0.00138979,0.005869796
0536_RIGHT_VAmc,0.021943037,0.00151961,0.002175284,0.009318176,0.035398934,0.013324355,0.185355918,0.007521779,0.027471183,0.004683865,0.014928241,0.00381748,0.008359996,0.012311081,0.065023054,0.00778855,0.028219403,0.02112961,0.029716081,0.025904301,0.069232108,0.011913433,0.055421142,0.002533966,0.00409324,0.004936508,0.002433193,0.005216777,0.006883234,0.02023716,0.002671407,0.006448126,0.010222785,0.014831581,0.002105712,0.00915146,0.012107271,0.054243179,0.00274926,0.009140374,0.001593669,0.004589842
0537_RIGHT_LD,0.024159326,0.00081392,0.002072792,0.004685727,0.039798143,0.005882306,0.107859914,0.004833269,0.014835787,0.00225389,0.009199502,0.001674322,0.032624832,0.006026577,0.034605538,0.004831676,0.012524774,0.022041158,0.012217642,0.013050001,0.332065386,0.007135593,0.069831977,0.001628153,0.015684086,0.003274224,0.00163636,0.010990913,0.004491766,0.075273594,0.002322473,0.007001952,0.005245053,0.013255315,0.001424829,0.006720425,0.005920047,0.066035996,0.001508787,0.014267848,0.001083647,0.010383998
0538_RIGHT_MDmc,0.039025828,0.001564988,0.002289459,0.010804037,0.027885828,0.024152287,0.130895717,0.010066482,0.023070559,0.006847679,0.015163403,0.00670922,0.02070681,0.010323675,0.024706815,0.006570838,0.017136295,0.059239023,0.025185744,0.065366765,0.195808139,0.018917844,0.077560268,0.004455322,0.010047728,0.005084828,0.003133399,0.008652137,0.013658009,0.041308281,0.002267686,0.003039416,0.008612184,0.008337991,0.002838082,0.006394902,0.012090987,0.030109352,0.003936022,0.015187543,0.002550412,0.009513851
0539_RIGHT_MDpc,0.024501523,0.001986505,0.002525792,0.016561929,0.036593101,0.024273845,0.150382928,0.010496831,0.026390184,0.005203864,0.012073287,0.005116909,0.016388268,0.018569614,0.035744239,0.013013364,0.036081341,0.034945051,0.022341031,0.038974895,0.15238537,0.0169834,0.057905052,0.003978256,0.008046166,0.004015459,0.003438051,0.008268489,0.011751538,0.039107317,0.004577302,0.007397087,0.012604241,0.013192113,0.003517272,0.008008542,0.02676891,0.071252521,0.003297302,0.011079097,0.002233302,0.008357967
0540_RIGHT_MDmf,0.018546854,0.001586905,0.002875965,0.01154717,0.050834909,0.017105474,0.10267949,0.010123663,0.027213504,0.003795763,0.010020437,0.003239749,0.013840969,0.013894526,0.045522364,0.016265138,0.043629909,0.029400674,0.016503335,0.026327152,0.157109624,0.012343928,0.048725571,0.002611676,0.006642006,0.005312355,0.002734815,0.010536155,0.007874767,0.047923723,0.00539462,0.012522342,0.012449321,0.021696517,0.00355826,0.010040289,0.01936707,0.133182529,0.00238796,0.009028459,0.001647042,0.011089743
0541_RIGHT_VLc,0.014574906,0.001681417,0.002687701,0.011669228,0.062315423,0.01621286,0.13328496,0.01036396,0.027811055,0.003926526,0.009546701,0.003205913,0.010076241,0.014612725,0.075800735,0.014542202,0.045578659,0.024951482,0.018438441,0.025351663,0.1014216,0.0125881,0.042016993,0.002611324,0.004658286,0.005349597,0.00288616,0.008316696,0.007734479,0.037520165,0.005369497,0.013599186,0.012937943,0.025951825,0.003586835,0.012969078,0.018015143,0.14651666,0.002571698,0.008277617,0.00164379,0.00717492
0542_RIGHT_VLo,0.016927417,0.001763158,0.002822,0.010537302,0.040113678,0.012935671,0.089565432,0.01066749,0.029330147,0.004291095,0.010860313,0.00257584,0.009396773,0.017424348,0.157512158,0.013412993,0.047089985,0.018680574,0.019741892,0.020734658,0.077815533,0.011718982,0.039461605,0.002180072,0.004326266,0.023520807,0.002936994,0.007060277,0.006158228,0.021814083,0.005563948,0.015114097,0.013857759,0.030301522,0.003808337,0.014809496,0.016060391,0.154000443,0.002654841,0.009465253,0.001454283,0.005014499
0543_RIGHT_VPI,0.013685971,0.004128611,0.004910133,0.015793657,0.132672631,0.008685564,0.026796202,0.011586834,0.027501663,0.00259755,0.006173493,0.002465245,0.007111776,0.020194935,0.143942678,0.005197084,0.009887462,0.031542602,0.009259314,0.021815761,0.075435628,0.01284224,0.036397829,0.002830152,0.003557036,0.015654967,0.005170055,0.008376317,0.006606149,0.015165958,0.002904136,0.009349146,0.01211738,0.019875642,0.005370124,0.012554249,0.010434119,0.061061611,0.002874788,0.008420529,0.002166801,0.004735585
0544_RIGHT_VPM,0.017322985,0.004160878,0.00450716,0.034242614,0.103588141,0.02528448,0.044920679,0.011709884,0.022051862,0.004631959,0.007585555,0.005028656,0.008383293,0.040933838,0.12476935,0.009825453,0.016993722,0.026662763,0.013760461,0.037385799,0.076195668,0.020313598,0.034792359,0.004559083,0.004171904,0.00823121,0.005940495,0.008350322,0.012855019,0.017991248,0.005762143,0.01154951,0.017770711,0.028215599,0.005856282,0.01557334,0.039039663,0.10668407,0.004179365,0.008149288,0.002745669,0.004697578
0545_RIGHT_VPMpc,0.016278037,0.003900452,0.005006435,0.027787902,0.120837295,0.016001931,0.040419286,0.012185789,0.027237114,0.004150995,0.007663919,0.003833531,0.007900739,0.030259981,0.148828166,0.008513036,0.01952416,0.033130314,0.013612585,0.032502703,0.077512321,0.017451574,0.038490731,0.003648483,0.004242753,0.008833722,0.005792494,0.00997538,0.010222581,0.020857438,0.004985706,0.013600819,0.015034251,0.029404823,0.00538567,0.016381905,0.024411299,0.100464151,0.003770793,0.008716302,0.002577509,0.006007904
0546_RIGHT_cnMD,0.017434875,0.003763892,0.003921551,0.031453245,0.083598577,0.026144348,0.060406012,0.011737983,0.021257045,0.004780281,0.007981437,0.005061992,0.007861796,0.037010158,0.09941093,0.012287873,0.023310279,0.026769909,0.015641759,0.037729722,0.073405414,0.019773389,0.035313411,0.004399526,0.004041493,0.007978897,0.005467869,0.008218229,0.013220095,0.019912331,0.00641757,0.012046215,0.017682731,0.030985028,0.005504392,0.015489941,0.041508075,0.128345046,0.00399406,0.008022434,0.002694435,0.005143274
0547_RIGHT_Pf,0.020218917,0.002473208,0.002743061,0.023674988,0.089593508,0.017580917,0.07316495,0.008208175,0.021937534,0.004683286,0.00756956,0.00494549,0.008899376,0.02447904,0.067379041,0.005657651,0.011618767,0.032486483,0.019550936,0.037756794,0.073234531,0.018149871,0.04567853,0.003930661,0.004998232,0.024416766,0.004264073,0.00714945,0.010749978,0.034301216,0.00270351,0.005256289,0.012040447,0.011473614,0.003994768,0.007342205,0.017763166,0.048459413,0.003640066,0.008686041,0.00253957,0.007614169
0548_RIGHT_LP,0.017776735,0.001781509,0.003259688,0.011112717,0.109530139,0.012315325,0.082030119,0.007107445,0.018903718,0.002893777,0.008691187,0.00314307,0.011915024,0.013487573,0.09371395,0.006392216,0.017198462,0.02474144,0.011823122,0.021235747,0.161289874,0.011764395,0.047337222,0.00288919,0.006496901,0.00708147,0.003290081,0.010046062,0.009108585,0.052571302,0.003514518,0.012237745,0.009551897,0.02430371,0.003115277,0.01094851,0.013743695,0.117610536,0.002372162,0.009973354,0.001752553,0.009420422
0549_RIGHT_VPLc,0.014697781,0.003822775,0.005955183,0.018505902,0.153830947,0.015451392,0.049460882,0.010827614,0.028677593,0.003618265,0.007874038,0.003554169,0.008060917,0.020044042,0.11897189,0.006963906,0.016784449,0.03422406,0.012500147,0.029393519,0.095614129,0.014824622,0.039419164,0.003229088,0.004291268,0.011294208,0.00521262,0.01182034,0.00931762,0.024381618,0.004257624,0.014248449,0.013304446,0.028540667,0.005061664,0.016267876,0.019369742,0.102939277,0.003233105,0.008683677,0.002240187,0.006161524
0550_RIGHT_PM,0.024396781,0.001436002,0.003484467,0.006201158,0.054492801,0.009368619,0.041101036,0.005907446,0.027677244,0.004226474,0.010802708,0.003056727,0.029510918,0.006289231,0.027223448,0.004122538,0.009151518,0.064213207,0.010425093,0.028327955,0.280498664,0.011532663,0.084251456,0.002719947,0.013498511,0.005240738,0.002668269,0.012980949,0.007023054,0.111648164,0.001350579,0.004547872,0.006535675,0.009820955,0.001946406,0.006300601,0.005203412,0.038233045,0.002492832,0.014263613,0.001752095,0.023400919
0551_RIGHT_PL,0.020074738,0.001097975,0.002510597,0.004979639,0.052569488,0.006795074,0.042415443,0.004132193,0.019049824,0.002492118,0.008447952,0.002358077,0.026873557,0.005027861,0.02313687,0.003724941,0.008367665,0.050272329,0.008336771,0.020801621,0.272167768,0.008935474,0.102950099,0.002246757,0.013581426,0.004057972,0.002083311,0.012981663,0.005800913,0.197653622,0.00102914,0.002643571,0.005569702,0.00638133,0.001524361,0.004277049,0.004016247,0.029848982,0.001808594,0.012736848,0.00150976,0.034174826
0552_RIGHT_PI,0.016596221,0.000892923,0.002052431,0.005015483,0.078585153,0.005308363,0.028310286,0.003411819,0.015816743,0.001866219,0.006423485,0.002211815,0.028337171,0.004953841,0.023580579,0.002859735,0.005977366,0.046372819,0.006075074,0.016315933,0.227551714,0.00792709,0.120827393,0.0020105,0.012501465,0.00572046,0.001773874,0.011181409,0.005443139,0.25649833,0.000769754,0.001630042,0.004130288,0.004259199,0.001287262,0.003061857,0.003318519,0.019232654,0.00158073,0.011208141,0.001431679,0.043752413
0553_RIGHT_MDdc,0.025061002,0.00141962,0.002839266,0.010189354,0.044524747,0.020577668,0.113361417,0.009269692,0.023796333,0.005570338,0.011343443,0.004897536,0.01694491,0.011766128,0.035875067,0.012787979,0.036070625,0.034140203,0.021777019,0.034610567,0.184174854,0.015774513,0.059687021,0.003550642,0.007866588,0.004810357,0.002953502,0.009829935,0.009862465,0.062278331,0.003648433,0.007803274,0.010483656,0.014117441,0.00299875,0.008067708,0.01467157,0.081469565,0.003207994,0.010617968,0.001897531,0.013031888
0554_RIGHT_LGN,0.014981471,0.001155589,0.002446991,0.00986869,0.108463885,0.005914303,0.036574836,0.0037291,0.011999115,0.001930676,0.006817546,0.00214342,0.022179022,0.009442666,0.069147041,0.002873726,0.00633589,0.037373263,0.006054672,0.019846256,0.226007779,0.008979974,0.094990298,0.002307576,0.007623409,0.004327262,0.002345435,0.010184264,0.009613781,0.178667304,0.001061512,0.003565395,0.004414592,0.00712922,0.001467754,0.004565361,0.00460774,0.028910964,0.001554075,0.008408054,0.001755284,0.032817377
0556_RIGHT_Hl,0.031036066,0.001813599,0.002487281,0.011459436,0.031706172,0.033252238,0.101358175,0.010369603,0.022022802,0.025759147,0.030825542,0.006347473,0.013015173,0.012119322,0.038212623,0.009187791,0.026192491,0.05362509,0.03215322,0.081529238,0.158344122,0.026251142,0.052895886,0.004113785,0.006270481,0.005569596,0.003074914,0.006437476,0.011728989,0.024625477,0.002757268,0.006128419,0.0156917,0.012671954,0.003444599,0.009936897,0.013048148,0.050292336,0.006597517,0.010858975,0.002016992,0.0062262
0557_RIGHT_Hm,0.029409836,0.00137814,0.001934674,0.0155288,0.012539782,0.044494044,0.074019401,0.009801931,0.016749671,0.0070333,0.009603634,0.011315,0.012987746,0.01444271,0.015424072,0.008151692,0.018757093,0.078316252,0.049260912,0.148399101,0.186202815,0.02346267,0.043824984,0.005617655,0.005455457,0.003486907,0.003444025,0.003746748,0.019471624,0.016802895,0.001295716,0.001923651,0.038549414,0.012577904,0.002666353,0.016009061,0.013544597,0.022042184,0.004973973,0.007053578,0.006406988,0.005516499
0558_RIGHT_r,0.016183278,0.002252864,0.003626396,0.008851339,0.090486853,0.008346807,0.061053905,0.008801148,0.026778454,0.002944922,0.008735055,0.002075126,0.011101944,0.013058495,0.161336781,0.00755471,0.027077901,0.036874149,0.014452762,0.016886533,0.109457239,0.010190607,0.059285312,0.002105182,0.006004712,0.022297031,0.00342955,0.011837093,0.005870654,0.067930768,0.003725351,0.011714431,0.009913925,0.0210903,0.003336011,0.011120096,0.008920919,0.089991807,0.002239535,0.010784519,0.001589116,0.015500603
0559_RIGHT_zic,0.028821109,0.002508271,0.004550621,0.011764931,0.047363117,0.010672525,0.082293083,0.009826356,0.023063528,0.003886674,0.01192402,0.00240532,0.009269577,0.023846988,0.189210931,0.010104862,0.040194024,0.023592408,0.019921168,0.017729306,0.070617007,0.014472992,0.069205217,0.002400301,0.005825499,0.035713984,0.004495642,0.012099235,0.005650651,0.040322106,0.002979529,0.009631363,0.011173308,0.02279333,0.003834029,0.015266194,0.008771982,0.071778004,0.003732511,0.013693312,0.00158731,0.011576223
0560_RIGHT_Pa,0.04112969,0.001697773,0.00311248,0.013883962,0.029451207,0.030541268,0.045729996,0.007512275,0.015769605,0.004766311,0.007353318,0.009654037,0.028538512,0.01223391,0.019982763,0.004714697,0.005812402,0.081805996,0.009790457,0.103364077,0.271708824,0.023895646,0.059788775,0.006130959,0.013744327,0.00600934,0.003182003,0.010382986,0.019849255,0.041046674,0.001547,0.002320019,0.006974751,0.006128285,0.002141073,0.00462493,0.011754891,0.020731628,0.004312587,0.014359743,0.003495025,0.009310279
0563_RIGHT_RNpc,0.02673699,0.002652584,0.003989606,0.022132929,0.094222489,0.012161924,0.057333913,0.009883855,0.022942438,0.006015695,0.010478114,0.004298148,0.010888734,0.032086179,0.135976351,0.006063201,0.014146215,0.033287537,0.015853591,0.025591763,0.077596549,0.021006823,0.065987002,0.004963378,0.006762425,0.097525404,0.005730015,0.010947977,0.01167307,0.041068358,0.002356214,0.004994676,0.008621307,0.013054392,0.003668218,0.009263019,0.010671108,0.034400282,0.004810289,0.01371955,0.003347329,0.012220162
0564_RIGHT_3rd,0.037821951,0.002976692,0.003028604,0.030190628,0.043402459,0.019576184,0.032400599,0.010239301,0.013453644,0.011240708,0.011036218,0.005483455,0.010555143,0.055698533,0.100086859,0.006864184,0.008330039,0.026438621,0.013111709,0.030315955,0.065851149,0.03099206,0.05286977,0.006294222,0.007263557,0.207872968,0.007444088,0.007784465,0.015407961,0.034585012,0.002291364,0.002434352,0.010295171,0.00797484,0.004646822,0.006150932,0.01385331,0.016407451,0.007522017,0.015505184,0.005085122,0.010502091
0565_RIGHT_4th,0.026673872,0.003369835,0.002510231,0.044544662,0.051051661,0.019337178,0.026095255,0.011168058,0.013771375,0.007372668,0.00712037,0.006062692,0.010766224,0.05478008,0.087524533,0.006474947,0.007682041,0.028203231,0.011084733,0.033267199,0.064892415,0.03123258,0.046437564,0.007266496,0.005804356,0.236865399,0.008323175,0.006476216,0.018264067,0.025993166,0.00249158,0.003094817,0.009743893,0.007311882,0.004809556,0.005487307,0.014924741,0.017386748,0.00668215,0.012014325,0.004712719,0.009428584
0566_RIGHT_SC,0.016109252,0.002190142,0.004129905,0.02238098,0.124587744,0.011567479,0.023564962,0.009584282,0.05835579,0.003259641,0.005932,0.008161292,0.017046572,0.015371652,0.042979231,0.003883961,0.00690942,0.06951887,0.009042179,0.034944577,0.101999217,0.019986555,0.076519581,0.005703472,0.008447997,0.075321502,0.004491537,0.016347868,0.016110495,0.082864563,0.001711856,0.002268083,0.006485563,0.007041394,0.002495072,0.005811618,0.009182752,0.0274566,0.003506119,0.010980148,0.004020077,0.021408358
0567_RIGHT_IC,0.013097437,0.002382694,0.002494132,0.044185215,0.117101428,0.010161959,0.017924383,0.010849299,0.039527079,0.002589431,0.004142842,0.008511561,0.015530129,0.033396621,0.064201545,0.003431026,0.004729428,0.038828744,0.006253402,0.022971706,0.057421133,0.02312318,0.05285399,0.007143495,0.008249528,0.250763448,0.005929205,0.00844239,0.015581043,0.037062656,0.001732734,0.002066129,0.005454007,0.004879418,0.002336331,0.003713543,0.008818266,0.015040707,0.004204536,0.008094636,0.005284681,0.012888593
0592_RIGHT_SNpm,0.04992036,0.002126025,0.00305514,0.017136445,0.072296366,0.01024325,0.046388166,0.007215486,0.019202974,0.004464756,0.020102779,0.003521535,0.014667227,0.025574577,0.182818457,0.005420664,0.013464486,0.026136947,0.015191148,0.022359123,0.092263354,0.015574373,0.076301862,0.003546,0.01078636,0.078939114,0.003874457,0.010111301,0.009028953,0.039172531,0.001981598,0.003618748,0.007529629,0.010837556,0.002709951,0.008429681,0.010798287,0.022188403,0.003433341,0.024149098,0.002295969,0.011041463
0625_RIGHT_VLps,0.016783023,0.001111112,0.002527671,0.008769347,0.074423734,0.008902751,0.102415807,0.005256529,0.015598264,0.002452164,0.008757953,0.002757109,0.015380731,0.009050261,0.064964257,0.007354872,0.021385074,0.020772745,0.010519537,0.015560017,0.221540295,0.010121537,0.064570167,0.002141573,0.008697095,0.004577692,0.002311372,0.012939029,0.007346698,0.09362063,0.002283561,0.006746317,0.007894369,0.016333478,0.003227403,0.008937345,0.007061506,0.091824809,0.002048658,0.011195807,0.001786297,0.012766533
0626_RIGHT_csl,0.026150457,0.001116284,0.002014944,0.006700101,0.035018585,0.012595782,0.124923671,0.008210429,0.030865511,0.00349658,0.012028222,0.00268541,0.022918595,0.007195112,0.025180983,0.013354439,0.032155874,0.035962856,0.020509621,0.020683061,0.259947958,0.010534575,0.062065048,0.002236739,0.011084835,0.00433486,0.002314349,0.010016657,0.006180258,0.059532065,0.002942854,0.008682744,0.007796392,0.008307533,0.002897846,0.004896319,0.008841557,0.067571428,0.001824385,0.011406122,0.001521422,0.011882428
0627_RIGHT_cl,0.018719903,0.001688974,0.003402106,0.010923019,0.060219108,0.015453473,0.090469281,0.007937259,0.020255579,0.002685882,0.007990979,0.003253554,0.009319086,0.013943327,0.082355996,0.0078473,0.0248224,0.025571272,0.013387446,0.022399003,0.138709234,0.011683363,0.043507229,0.002654913,0.005415358,0.008094571,0.002705193,0.010520723,0.008150303,0.046559579,0.004646182,0.014807446,0.010155758,0.035465124,0.002931868,0.014467309,0.018903226,0.163852933,0.002277404,0.008567764,0.001806707,0.00978126
0628_RIGHT_cim,0.041577432,0.00192956,0.002090447,0.016773816,0.027378288,0.041253862,0.056471676,0.008994954,0.012812865,0.00662304,0.007634486,0.011469149,0.023054435,0.011791507,0.021933915,0.007078752,0.006575881,0.092837977,0.013808926,0.108334504,0.222846425,0.028499929,0.052855432,0.006015646,0.011880233,0.005990825,0.00401865,0.007868731,0.018841278,0.037560935,0.001965326,0.001625401,0.010145971,0.007805654,0.00394551,0.004394584,0.01549481,0.024829446,0.006727737,0.011114668,0.003292264,0.00912428
0644_RIGHT_RNmc,0.029482279,0.002455914,0.003716228,0.018085454,0.064359711,0.012641625,0.075962785,0.00961979,0.022598489,0.004798442,0.012392395,0.003979444,0.010429684,0.028445438,0.130210143,0.006877491,0.018120668,0.028367715,0.02016628,0.025711753,0.078013517,0.019555538,0.070471758,0.004406217,0.007191231,0.121846018,0.004586941,0.010430066,0.010464813,0.033229053,0.002490923,0.004784272,0.008813127,0.013088016,0.003492151,0.009641045,0.010155044,0.03430307,0.003964977,0.014832961,0.002934153,0.010676181
0649_RIGHT_pt,0.032902238,0.000716764,0.006171162,0.004073674,0.027148781,0.013626019,0.089578323,0.004223462,0.021083306,0.002907066,0.010276936,0.005713577,0.042118437,0.004005435,0.021479093,0.002353518,0.010391621,0.034114179,0.015080657,0.074910895,0.345059631,0.011662548,0.078882781,0.002937164,0.014082269,0.003760837,0.001829052,0.015422262,0.009426919,0.050068645,0.000696195,0.00147177,0.003808979,0.009087329,0.001149288,0.008008666,0.004360444,0.014015422,0.002182523,0.017636913,0.001458821,0.009197198
0650_RIGHT_AD,0.038391667,0.000673445,0.004397738,0.003165033,0.025373791,0.007180727,0.085442515,0.003527807,0.016989704,0.00232964,0.010776164,0.00301101,0.051339664,0.003774806,0.023607567,0.003318514,0.013386229,0.023757486,0.011052832,0.037359534,0.399990915,0.008401469,0.075525273,0.001939094,0.01616478,0.002557506,0.001453989,0.01409549,0.0050408,0.049842219,0.000836817,0.001712588,0.003779987,0.010724063,0.001102688,0.008765905,0.003701548,0.018469153,0.001745212,0.018503788,0.000999336,0.00816803
0651_RIGHT_pcn,0.036624824,0.001836125,0.002667342,0.012958854,0.037128632,0.019918829,0.081177962,0.007437165,0.018002498,0.003896905,0.010820355,0.007530275,0.031263995,0.012236395,0.032533202,0.005112352,0.010292017,0.060687579,0.015506583,0.064279339,0.233201458,0.018006785,0.070133787,0.004958553,0.015123627,0.005355125,0.003425134,0.010292059,0.01543149,0.048791629,0.00223442,0.00348296,0.007151523,0.00896757,0.002277415,0.006140072,0.015076649,0.036548438,0.003439522,0.017400204,0.002770935,0.00966894
0652_RIGHT_clc,0.044541733,0.001497433,0.003780279,0.007967017,0.034756094,0.011269224,0.079949772,0.007247536,0.018019072,0.002971316,0.010558032,0.005239164,0.035687833,0.007044131,0.03343072,0.004016311,0.009576631,0.063870961,0.014176979,0.042813112,0.266476474,0.012716662,0.084522989,0.003536748,0.017761417,0.005818601,0.002516922,0.013750455,0.010579947,0.057352481,0.001222455,0.002125211,0.005026126,0.008496624,0.002139176,0.007074937,0.00649948,0.025235318,0.002269524,0.021618757,0.002093738,0.013278884
0653_RIGHT_Re,0.04357743,0.002242219,0.003357122,0.016835419,0.052252199,0.019538734,0.070651456,0.008477055,0.021716515,0.004682086,0.012633255,0.007183172,0.022251174,0.020114844,0.051328991,0.006136548,0.012050049,0.056368732,0.017071788,0.059984246,0.167343552,0.020641997,0.068819239,0.005259787,0.011366731,0.027518973,0.004302385,0.011097357,0.015713789,0.04152087,0.002797999,0.003811574,0.010727978,0.011070041,0.002955214,0.008116077,0.017673331,0.035786173,0.003982551,0.017701432,0.003583849,0.010357773
0654_RIGHT_Pulo,0.016943521,0.002688407,0.004955057,0.015913821,0.106825397,0.019096127,0.061459961,0.009542184,0.021777832,0.003820688,0.008415801,0.004093688,0.0091594,0.018038145,0.097296442,0.007651195,0.020918092,0.029088724,0.013478878,0.029331961,0.110523313,0.015277213,0.041765119,0.00345007,0.004860934,0.008918792,0.004411487,0.010669237,0.009895435,0.034675755,0.00448275,0.01692401,0.011972847,0.031883444,0.004029035,0.01541784,0.021503986,0.133974726,0.003261558,0.008774917,0.002142653,0.007954405
0655_RIGHT_PAG,0.019613198,0.001905473,0.001986391,0.024036987,0.0685817,0.016307767,0.028844128,0.008378462,0.034180544,0.003594846,0.005491977,0.005455691,0.01026253,0.024716546,0.078922293,0.003826143,0.005428318,0.03362051,0.008951739,0.031979061,0.053420965,0.019287765,0.041042515,0.004700899,0.005804505,0.171744459,0.003807085,0.006407482,0.014184323,0.034779251,0.001629108,0.002060641,0.005978574,0.005294677,0.002935867,0.003938062,0.010246345,0.016231636,0.00314269,0.008175203,0.003371483,0.008200615
0665_RIGHT_VPLo,0.017222853,0.003452343,0.004494261,0.02227594,0.075573596,0.019292527,0.047447458,0.009929526,0.023584315,0.004166534,0.00862663,0.003926012,0.00955735,0.029015694,0.163770243,0.007842548,0.015313507,0.02200789,0.013720856,0.033677315,0.090026855,0.016180076,0.034434013,0.003418184,0.004775543,0.00672067,0.004928229,0.007511955,0.010057795,0.019077036,0.005483014,0.014943878,0.016501903,0.032650019,0.005459851,0.015150311,0.029333548,0.135962769,0.003515966,0.008617293,0.002173925,0.004254874
0681_RIGHT_PN,0.00815431,0.001347044,0.001730503,0.010636565,0.034571841,0.006494542,0.018869339,0.005342551,0.014188723,0.001856134,0.003611635,0.002146526,0.004967007,0.042793337,0.237118328,0.004145243,0.010281047,0.013940753,0.006075615,0.011350674,0.03105037,0.008601298,0.02040434,0.001997664,0.002613219,0.39213327,0.002335985,0.003732726,0.00509012,0.012411551,0.002085159,0.004583128,0.005929133,0.010343151,0.002137839,0.005704708,0.008339395,0.032311123,0.001718029,0.004425623,0.001672945,0.004064965
0698_RIGHT_cir,0.021092269,0.001929086,0.002834118,0.021491432,0.035116736,0.016584792,0.017412418,0.005218475,0.009237356,0.00369462,0.00582926,0.004809049,0.008655392,0.032033316,0.062608595,0.004827903,0.005602486,0.020474913,0.008548063,0.026499556,0.050536452,0.022282117,0.032283566,0.005111454,0.004158594,0.124806194,0.00464402,0.004252504,0.011832969,0.023427645,0.001555553,0.002502639,0.006550716,0.006959402,0.002378701,0.004731157,0.013594422,0.013837069,0.004838283,0.00852529,0.004594145,0.006735606
0699_RIGHT_MR,0.017585797,0.001637572,0.002042539,0.016516815,0.02840814,0.014537519,0.028910575,0.007785289,0.013016902,0.003755602,0.005326334,0.005525419,0.006553099,0.042601078,0.097807708,0.004788043,0.007604359,0.020325634,0.009766115,0.024104306,0.037683361,0.021376303,0.034783956,0.004967288,0.004039784,0.433756613,0.004004218,0.005394132,0.011641076,0.015813554,0.001563737,0.001770941,0.007091786,0.006269232,0.002909733,0.004753951,0.010134653,0.01341105,0.00443852,0.007909746,0.004221156,0.007372309
0700_RIGHT_NRTP,0.021621754,0.001497049,0.002739219,0.011474684,0.04157948,0.010166491,0.0601399,0.006145375,0.016528075,0.003240375,0.008653957,0.002681702,0.008880318,0.032525959,0.174646991,0.006003277,0.020876016,0.019779929,0.014210374,0.016917812,0.060555357,0.011969504,0.052123456,0.002524733,0.004744529,0.239968133,0.002692218,0.006889051,0.00705392,0.023462073,0.002425669,0.004768055,0.007650677,0.012561621,0.002535437,0.009244107,0.011010824,0.037733794,0.002454184,0.012930495,0.002084568,0.007707401
0701_RIGHT_RMTg,0.021364413,0.001640778,0.002360613,0.019221059,0.038422555,0.010007324,0.028722492,0.007118465,0.015328199,0.00335953,0.006731113,0.004146964,0.008861679,0.04596937,0.157478498,0.004532464,0.011285361,0.022258066,0.009195257,0.020450331,0.049912828,0.018818483,0.045107794,0.004865021,0.00551995,0.310546329,0.003619394,0.006322532,0.010556501,0.031990036,0.001901505,0.002390285,0.006482977,0.007471369,0.002034882,0.006140945,0.010373317,0.018195704,0.003625485,0.011078559,0.004734858,0.009799969
