D99_index,ac,af_l,af_r,ar_l,ar_r,atr_l,atr_r,cbd_l,cbd_r,cbp_l,cbp_r,cbt_l,cbt_r,cst_l,cst_r,fa_l,fa_r,fma,fmi,fx_l,fx_r,ifo_l,ifo_r,ilf_l,ilf_r,mcp,mdlf_l,mdlf_r,or_l,or_r,slf1_l,slf1_r,slf2_l,slf2_r,slf3_l,slf3_r,str_l,str_r,uf_l,uf_r,vof_l,vof_r
365,0.017273214,0.004976303,0.000753278,0.022063066,0.00447689,0.009634523,0.003088862,0.033954694,0.006285027,0.008259087,0.002719298,0.353617523,0.001870809,0.012719945,0.003557214,0.007148508,0.001724736,0.052343394,0.006498545,0.095330895,0.011138904,0.090049982,0.00933051,0.057914291,0.001812397,0.013956243,0.020649678,0.001920074,0.048260074,0.00645298,0.001440545,0.000926989,0.00581694,0.001967149,0.006060423,0.001216291,0.004948762,0.002356251,0.059987423,0.001698456,0.017073034,0.00224736
366,0.008518577,0.017275252,0.000595678,0.06475506,0.0036846,0.006218824,0.001958003,0.007008657,0.003788887,0.003649365,0.001139725,0.017398877,0.001205372,0.007939545,0.002434587,0.006987661,0.001461168,0.049897256,0.005249739,0.040602868,0.006823346,0.113273185,0.007107998,0.070173408,0.001138705,0.002136183,0.306359447,0.002162557,0.078553968,0.003787001,0.000817652,0.000416669,0.006502699,0.001489501,0.02308762,0.001013915,0.003610523,0.001228063,0.07746009,0.0011395,0.050206646,0.001897945
367,0.043491102,0.00372697,0.001137578,0.022023002,0.00547662,0.050459013,0.01306917,0.030792388,0.009299064,0.191533073,0.041420494,0.012993672,0.002254595,0.025825459,0.007228437,0.016102635,0.006728284,0.017209591,0.051842047,0.050854147,0.013753267,0.145500212,0.021636136,0.014031833,0.00171439,0.00297176,0.014910885,0.00274503,0.028512001,0.004360315,0.002567073,0.001516944,0.014163393,0.004695026,0.009001334,0.003007137,0.011675128,0.004742649,0.08550749,0.00995306,0.008071118,0.001745521
368,0.061761281,0.005471939,0.001010332,0.029781796,0.00639203,0.061527038,0.009969667,0.029019261,0.008070478,0.132133556,0.017709197,0.015755452,0.002365163,0.038905479,0.008298999,0.026290831,0.005811688,0.023682968,0.040659964,0.08218007,0.016529443,0.142652226,0.015283402,0.016839958,0.001828152,0.005923504,0.016626037,0.002391376,0.035227957,0.004780365,0.003016163,0.001616494,0.021012808,0.004491201,0.013364057,0.00282232,0.020826352,0.005530676,0.063868144,0.004090208,0.009043155,0.001744188
369,0.004757642,0.003105407,0.001951335,0.004076281,0.00583604,0.028651393,0.021353809,0.130900298,0.06546574,0.021686408,0.008717356,0.001758436,0.001282437,0.031380337,0.023811876,0.088935965,0.074500563,0.008326844,0.032075671,0.01006463,0.011071705,0.013889646,0.015490568,0.00138207,0.000907856,0.00193649,0.002272074,0.002908814,0.003451227,0.003569344,0.1101009,0.029197832,0.064513476,0.029942878,0.00610119,0.017223344,0.0611887,0.04729525,0.00343346,0.004070853,0.001678285,0.001549665
370,0.008911265,0.022567919,0.00124707,0.104770715,0.006255904,0.016156904,0.004262541,0.015616148,0.007242219,0.006813145,0.001849401,0.005724669,0.000944147,0.028165059,0.00588583,0.020039102,0.0030365,0.038244799,0.014898141,0.027847356,0.008564955,0.13160259,0.007279232,0.031280174,0.000803138,0.001960854,0.251216076,0.003021806,0.045803922,0.003277338,0.003677722,0.001311296,0.024543587,0.004050278,0.055832173,0.002421012,0.012648828,0.003573437,0.057175467,0.001274354,0.027099063,0.001539031
371,0.010073023,0.016872705,0.003787156,0.049747785,0.014696227,0.01404495,0.005603577,0.087347419,0.022664275,0.006449141,0.003814025,0.004818537,0.003547425,0.031757204,0.011055776,0.0121144,0.004975173,0.24905467,0.011720275,0.046474585,0.026516329,0.066458891,0.022851378,0.015975524,0.002527461,0.007028886,0.026444188,0.007094704,0.061381006,0.018044155,0.017199139,0.003309144,0.022899684,0.006754394,0.011424131,0.004765556,0.013366999,0.00467507,0.012010961,0.003403084,0.036656713,0.009864533
372,0.0285388,0.004527465,0.000521568,0.017070428,0.002916475,0.005530134,0.002484068,0.013683764,0.002743297,0.002948641,0.001174963,0.417007999,0.002871258,0.009298796,0.002409932,0.002318247,0.001240844,0.027068739,0.003387017,0.054177893,0.009059826,0.100395723,0.008679002,0.118744953,0.0035133,0.015104485,0.016606106,0.00141225,0.044712274,0.00392044,0.000719404,0.000388817,0.003439287,0.001210998,0.004165271,0.000823475,0.002561783,0.00126634,0.02812578,0.001828802,0.036823701,0.001599782
373,0.015032136,0.008217511,0.000611011,0.016323079,0.003063593,0.004394889,0.001754763,0.009088615,0.003293721,0.00218762,0.000956957,0.124538527,0.00170469,0.006791082,0.002663736,0.00190242,0.000845118,0.0380351,0.002874066,0.05141162,0.007155296,0.185453031,0.007382044,0.209421427,0.001951372,0.025144625,0.021270365,0.001743042,0.078008572,0.003484208,0.00088492,0.00041252,0.003965989,0.001117887,0.004414742,0.000823883,0.002453943,0.001074416,0.02186705,0.001257303,0.131762406,0.001875389
374,0.009407725,0.001879497,0.000585411,0.00559996,0.002634247,0.163155744,0.02479999,0.061389539,0.015071971,0.050255358,0.014389637,0.002855748,0.000988414,0.01480609,0.005326401,0.054026289,0.015098441,0.006500435,0.244569046,0.016537101,0.008469411,0.116837643,0.018628976,0.003431515,0.000650764,0.001028968,0.004263983,0.00112288,0.007436949,0.002835566,0.007516028,0.001999237,0.047991724,0.006324182,0.01616355,0.00495709,0.014427846,0.007026188,0.014810343,0.003207731,0.002197856,0.000878898
375,0.005469504,0.014217007,0.008741814,0.023505947,0.021909679,0.015450199,0.007884077,0.088515918,0.030564407,0.00946264,0.005294955,0.001459523,0.001472446,0.067415171,0.026485428,0.024028994,0.011870046,0.028121175,0.018064873,0.033535847,0.032073683,0.018634799,0.016172523,0.003094862,0.001039075,0.004119524,0.008768034,0.006897709,0.006561074,0.003880136,0.22936264,0.008295702,0.07993574,0.021620382,0.018767899,0.015020722,0.059663916,0.013296821,0.005533333,0.00435389,0.004408479,0.00263645
376,0.02347593,0.008066208,0.000587836,0.034339305,0.003792423,0.023014922,0.004400248,0.01037724,0.003397279,0.022765784,0.00453406,0.018347154,0.001428203,0.0145248,0.003223743,0.012237681,0.001942519,0.020920083,0.015411858,0.078092818,0.009942327,0.177612626,0.006966472,0.031078887,0.001176333,0.002327178,0.104417076,0.001501415,0.03355187,0.002968326,0.001216965,0.000564896,0.009995124,0.001737611,0.025891368,0.001081533,0.006054465,0.002024993,0.280521204,0.001641631,0.014960997,0.001101297
377,0.019405914,0.004302815,0.00051725,0.019205316,0.003299519,0.013522641,0.002708863,0.0168463,0.003499631,0.010498483,0.002451813,0.278303475,0.001529603,0.011264604,0.002965262,0.004424246,0.001355892,0.026346188,0.007793999,0.10932807,0.008740801,0.101363998,0.006629286,0.11419283,0.001594297,0.023653635,0.033174859,0.001467632,0.036575664,0.003670984,0.000849391,0.000523939,0.004771662,0.001590341,0.008158207,0.001003335,0.004472186,0.001681429,0.111105976,0.001376275,0.014991109,0.001201064
378,0.004674866,0.056582398,0.002974732,0.130869859,0.012724573,0.010566471,0.004081887,0.027741338,0.011068882,0.004481696,0.002131738,0.002228198,0.000996287,0.059344503,0.011571726,0.040381916,0.005628633,0.029819783,0.010958649,0.021441749,0.014382636,0.047478825,0.009645563,0.011497407,0.000767845,0.001748482,0.184188145,0.005459024,0.01269965,0.003098232,0.004319726,0.001792969,0.0625483,0.008976817,0.15796839,0.006313549,0.014024097,0.004942692,0.016830314,0.001959793,0.011133239,0.001858514
379,0.035611443,0.004271384,0.000724956,0.020114736,0.003870194,0.040708329,0.005989295,0.015555876,0.005049413,0.056784602,0.009282307,0.018149054,0.001617085,0.018595782,0.004507035,0.013429825,0.002958585,0.0138973,0.029016749,0.033782063,0.009621366,0.240935716,0.013470904,0.019337693,0.000941314,0.002485229,0.032067198,0.001507584,0.023679755,0.004268567,0.001846217,0.000982568,0.01129077,0.00298103,0.011980181,0.001904491,0.010121357,0.003047544,0.266340044,0.003907626,0.008571318,0.001357917
380,0.007498769,0.014614759,0.006574103,0.028666531,0.02703544,0.017635291,0.008927796,0.164051692,0.060257666,0.013740511,0.006909534,0.002564903,0.003089559,0.038667532,0.029728748,0.022743475,0.01164759,0.123125967,0.020711518,0.038023667,0.032886505,0.027019254,0.024117005,0.005273264,0.00242307,0.006186179,0.015131382,0.010176519,0.015312136,0.013482424,0.065066865,0.008962637,0.036148826,0.014329368,0.008391998,0.0094908,0.026708303,0.011286296,0.006373422,0.004290965,0.010666443,0.006866273
381,0.021332396,0.005701051,0.001048096,0.018368059,0.00645921,0.008883485,0.003476349,0.035580517,0.007589711,0.006125856,0.00259759,0.333996892,0.003380209,0.009585162,0.004332342,0.00374459,0.002187531,0.071258058,0.007016011,0.10778145,0.01504832,0.088475244,0.014520292,0.075473836,0.003221566,0.003952838,0.016092596,0.002772525,0.048483407,0.010023364,0.001196255,0.000978506,0.005820041,0.002513845,0.004650753,0.001653428,0.004143442,0.002567078,0.028992777,0.002200322,0.021987519,0.003542504
382,0.007510461,0.01195058,0.002578259,0.037270438,0.014099795,0.016114957,0.004810811,0.265455924,0.050851878,0.011177561,0.003148828,0.005365651,0.002357633,0.033182743,0.010314062,0.014175662,0.006271547,0.194682519,0.012996297,0.018637139,0.017387963,0.024158935,0.019484758,0.008420641,0.002265434,0.073739291,0.01204229,0.006884681,0.018108032,0.013056829,0.00851592,0.004450357,0.01852664,0.004554556,0.006614684,0.003636357,0.009299831,0.004941035,0.005009126,0.002144121,0.006444235,0.007466121
383,0.003701135,0.006592225,0.0048424,0.009024633,0.015082321,0.027749375,0.009739071,0.288139029,0.04375931,0.027458106,0.008988544,0.001178744,0.001342464,0.03106582,0.028557622,0.043532783,0.015659908,0.014914849,0.030150349,0.023055529,0.02142927,0.013977503,0.011866464,0.001659641,0.001006043,0.002230879,0.003569474,0.004421291,0.003999383,0.003332655,0.115424988,0.016234274,0.058524592,0.020690588,0.005541577,0.012723862,0.042139989,0.018971142,0.003308178,0.002913632,0.002215009,0.001893935
384,0.013203386,0.004648916,0.000701764,0.017612967,0.004306244,0.008032276,0.002446619,0.035166278,0.005386611,0.006674215,0.002130423,0.419376954,0.00174919,0.009006098,0.003148721,0.003936736,0.001300966,0.046813969,0.006194093,0.068190493,0.009170201,0.080012776,0.008527525,0.067589855,0.001545923,0.026038256,0.019112823,0.001849993,0.039156007,0.005738398,0.000911505,0.000647463,0.004821844,0.001577372,0.005630515,0.001048406,0.0034041,0.001642033,0.053618578,0.001452068,0.016294106,0.001997292
385,0.015894522,0.012969775,0.001295899,0.068329001,0.005481056,0.026714153,0.006281765,0.020850527,0.008684728,0.010047802,0.003097889,0.006642158,0.001210041,0.032706673,0.005392103,0.043965102,0.004698155,0.034171423,0.022872655,0.032312906,0.010436547,0.241368991,0.008161889,0.030034148,0.000820346,0.002121261,0.09984113,0.002875711,0.061356451,0.003122477,0.003468416,0.00129085,0.023161276,0.004150721,0.038437317,0.002792011,0.014349465,0.003612294,0.066928183,0.001753751,0.027696448,0.001425709
386,0.032632331,0.002947394,0.000665923,0.015793641,0.007569179,0.007877495,0.003871102,0.017564453,0.004837757,0.004618929,0.002065601,0.300574629,0.004411973,0.008465085,0.004124424,0.002889558,0.002137409,0.054155779,0.00593532,0.158092609,0.014804856,0.082330415,0.015755888,0.082169879,0.004642959,0.005818224,0.010908796,0.002562834,0.048829172,0.010405834,0.000699534,0.000651803,0.004738389,0.002185361,0.002652476,0.001372047,0.003457092,0.002400288,0.019539521,0.002500785,0.016096869,0.003133142
387,0.009413146,0.041841166,0.005011254,0.051807486,0.016000763,0.011999336,0.004952117,0.058456966,0.019600312,0.005712644,0.00292349,0.003682506,0.002269987,0.043734833,0.012964817,0.013138945,0.006041312,0.18781866,0.011432189,0.039105482,0.023965493,0.0581129,0.01833863,0.016631147,0.001886645,0.005080587,0.034442389,0.008323467,0.036231952,0.012163307,0.034174024,0.004378967,0.046953877,0.010669635,0.022617272,0.007924272,0.022021848,0.006170179,0.013285248,0.003008504,0.068852414,0.006641918
388,0.007430935,0.025956464,0.002546636,0.038466163,0.011163456,0.00820717,0.003370342,0.03448538,0.011608521,0.003507787,0.00206497,0.003963175,0.002256972,0.02151884,0.0070037,0.006935797,0.003033639,0.307081793,0.006997612,0.031013645,0.016113415,0.072088132,0.017149748,0.023906516,0.002019541,0.004406345,0.034418025,0.005534551,0.053358651,0.014485425,0.01264694,0.00236815,0.020946369,0.004589053,0.016181781,0.00325719,0.010412319,0.003450029,0.011129487,0.002113819,0.130688817,0.008265069
389,0.004202978,0.167550372,0.004826874,0.049936738,0.014071623,0.008246972,0.004083808,0.039359223,0.014248662,0.00382416,0.002406395,0.001796855,0.001306133,0.055724307,0.013709215,0.016812553,0.004442216,0.050548984,0.007434426,0.022546884,0.020655834,0.025985009,0.012848711,0.008576927,0.000956148,0.002372535,0.060549626,0.006066883,0.012227506,0.00409632,0.012779811,0.002674605,0.105822264,0.011495771,0.1853489,0.008528771,0.015215865,0.005914706,0.008213195,0.00306944,0.033935568,0.002771099
390,0.016357021,0.006268229,0.000472315,0.013628487,0.002058389,0.004557882,0.001718604,0.005407953,0.002335662,0.001860493,0.000945809,0.03874363,0.001739784,0.004054671,0.001650437,0.001673916,0.000763407,0.034417832,0.00266076,0.061193504,0.006838932,0.089955916,0.00661201,0.462779981,0.002033879,0.00210042,0.03645081,0.001511806,0.060793475,0.002805084,0.000604694,0.00029978,0.003032066,0.000903049,0.004930288,0.000688356,0.002152703,0.000777822,0.04269378,0.001225365,0.075923828,0.001626754
391,0.01273897,0.007685134,0.000667591,0.02518026,0.004016255,0.006000756,0.002105636,0.011517189,0.004195955,0.002823472,0.001253589,0.059860472,0.001688882,0.009525565,0.003258478,0.002566749,0.001062864,0.055678036,0.00431852,0.051135507,0.007954907,0.198776873,0.008166873,0.14034333,0.001606108,0.030637548,0.022889942,0.001812035,0.101874446,0.005262752,0.001065367,0.000529121,0.004142429,0.001330698,0.005249524,0.000965799,0.003194236,0.001421411,0.022636276,0.001273257,0.177478532,0.002462757
392,0.005571272,0.014556261,0.000921475,0.017747928,0.003427248,0.050538367,0.01631175,0.031640287,0.020765639,0.01212717,0.006092113,0.0016901,0.00080571,0.039664005,0.008640576,0.275063897,0.040122542,0.00786741,0.052417924,0.013398383,0.008069455,0.064223541,0.008773244,0.002825256,0.000530583,0.001126314,0.022082263,0.001559319,0.005370766,0.002576285,0.008690847,0.003613657,0.082337144,0.012394343,0.103883502,0.007990544,0.030944456,0.011756879,0.008863141,0.001972934,0.003250524,0.000914837
393,0.006359403,0.070586985,0.001846826,0.059069989,0.010794554,0.007158469,0.002946796,0.02416817,0.01027999,0.003745377,0.001921409,0.008529743,0.001600228,0.009990372,0.00530065,0.006431491,0.002465578,0.124821528,0.007497996,0.035752136,0.013602087,0.094060118,0.014479112,0.049170791,0.001576088,0.002976548,0.135858347,0.006530501,0.062853688,0.008852523,0.001965251,0.001259125,0.021660112,0.003370234,0.035428696,0.002589943,0.00464561,0.002335215,0.018309568,0.00195541,0.123923538,0.004292821
394,0.020706364,0.009804233,0.000754169,0.031591142,0.003418624,0.007870642,0.002333854,0.007694173,0.003832355,0.002950804,0.001418887,0.048035398,0.002523145,0.006395098,0.002506455,0.002254188,0.001061896,0.041541973,0.004186268,0.092250626,0.00966958,0.160869761,0.009264698,0.225668032,0.0025852,0.002900743,0.08264322,0.002360045,0.088467986,0.004283758,0.000716357,0.000412506,0.004230097,0.001402163,0.00851551,0.000983251,0.003369107,0.001252545,0.056284261,0.001773949,0.050695051,0.002023057
395,0.005204076,0.138290895,0.003693363,0.053875299,0.019355245,0.007701103,0.004147367,0.040610802,0.013204252,0.004811304,0.002717456,0.004115714,0.001494177,0.023702891,0.009492198,0.012025255,0.004282216,0.086585969,0.009593499,0.034355267,0.019940383,0.047044918,0.017070172,0.020661955,0.001428198,0.002556483,0.161235732,0.009268122,0.024241427,0.008185738,0.003705904,0.001797187,0.055438179,0.006667349,0.076129702,0.004972621,0.008459432,0.004069023,0.014882139,0.002497877,0.045833715,0.003960838
396,0.005119353,0.003364621,0.000668079,0.004258615,0.00378783,0.057940081,0.028597243,0.279929762,0.029139773,0.128259683,0.020098514,0.004386011,0.001081577,0.008058864,0.006515915,0.044577278,0.026479019,0.013099394,0.144187811,0.012838299,0.009197993,0.032011251,0.015318862,0.002430995,0.000744024,0.002289757,0.00249451,0.00152699,0.005843998,0.003368049,0.021253349,0.006394475,0.027837767,0.007263928,0.003629105,0.004622852,0.010956874,0.009632272,0.006587745,0.002609147,0.002156088,0.001116059
397,0.006559435,0.08210218,0.001822575,0.054511392,0.012057645,0.006551587,0.002946772,0.018109703,0.009676992,0.003299416,0.001903027,0.010819194,0.001755797,0.011547761,0.005532407,0.005493703,0.002455202,0.159574502,0.006565483,0.038005995,0.01369878,0.092088783,0.015677838,0.049250958,0.001750671,0.003872018,0.124243716,0.006541294,0.063728508,0.010934047,0.002122343,0.001057306,0.02799645,0.003346251,0.027599507,0.00249015,0.004813781,0.002239214,0.016200996,0.00194271,0.092956192,0.005173373
398,0.00818112,0.017126415,0.00094431,0.081724224,0.004985027,0.014082814,0.003628301,0.012804006,0.005948291,0.005858095,0.001768495,0.006299498,0.00088823,0.019839894,0.004011231,0.020371466,0.002379359,0.035464275,0.01396854,0.030626351,0.007183783,0.199041721,0.00623044,0.043143596,0.000726084,0.002038984,0.222432781,0.00238528,0.062738528,0.003065681,0.003103842,0.000995793,0.016652269,0.002898136,0.037229312,0.00169457,0.009600135,0.002491392,0.068295371,0.001041361,0.031247364,0.001315259
399,0.011083862,0.010900705,0.000527431,0.045885185,0.0026598,0.007505808,0.002114796,0.007100092,0.003422488,0.003680112,0.001246459,0.029565509,0.001216327,0.009880256,0.002445373,0.006734917,0.001283149,0.030914424,0.004817563,0.060701896,0.006416173,0.137072663,0.005787588,0.083128528,0.001245944,0.002600851,0.240790269,0.001559967,0.061789959,0.002672623,0.000980553,0.00052126,0.006666452,0.001383165,0.018908718,0.000852303,0.004463665,0.001472737,0.154183051,0.001049236,0.036087958,0.00140296
400,0.009890265,0.006035396,0.000256827,0.022857215,0.001461355,0.031647916,0.003770905,0.010489864,0.00275883,0.025649414,0.004438876,0.005604499,0.000528184,0.006033813,0.001505258,0.012666781,0.001431477,0.011531129,0.028621021,0.024485492,0.003548535,0.307684221,0.004184482,0.028707634,0.000386109,0.000912176,0.091427987,0.000741146,0.032049131,0.001303918,0.00082236,0.00042763,0.00576269,0.001011997,0.017923206,0.00062025,0.00271027,0.001108618,0.280960556,0.001048688,0.015150688,0.000510245
401,0.007582553,0.002584982,0.000985611,0.005207579,0.005193928,0.052618318,0.035379169,0.141305306,0.046281967,0.070627287,0.020918803,0.003936896,0.00150569,0.012120532,0.011639069,0.112482283,0.081237723,0.010783319,0.102963541,0.015805885,0.014092281,0.025751628,0.01598429,0.002216663,0.000998065,0.001733171,0.002634437,0.002127363,0.005615124,0.005341777,0.037255481,0.01061111,0.059092282,0.014214011,0.00599048,0.009754636,0.01665822,0.018491847,0.005825806,0.003302585,0.001805987,0.001566167
405,0.011188914,0.002021932,0.000554205,0.008829274,0.002714425,0.099059724,0.021314142,0.044755018,0.013357553,0.053115291,0.015347296,0.004293738,0.00098452,0.012902085,0.005028181,0.043841606,0.011631586,0.00837078,0.20990836,0.020004264,0.007942228,0.209416833,0.017871208,0.009678108,0.000708765,0.001106674,0.010752178,0.001211698,0.016426008,0.002697594,0.006639343,0.001904537,0.026822146,0.004969063,0.017342059,0.004096006,0.011777653,0.005701804,0.046566387,0.002958381,0.006401439,0.000969649
406,0.012099442,0.012664,0.000746631,0.041312725,0.003224618,0.040266937,0.008068805,0.019349686,0.007882692,0.014382422,0.003680858,0.007266754,0.000774806,0.025893308,0.004929487,0.060809173,0.007013662,0.020427765,0.043205189,0.028416867,0.006454844,0.251853562,0.006923903,0.026236318,0.000630407,0.001468708,0.077492298,0.001599805,0.043933594,0.002121862,0.00242296,0.001209039,0.023541387,0.0043251,0.064645283,0.002802869,0.011171539,0.00414475,0.101895839,0.001386605,0.020306511,0.000963751
407,0.005042389,0.00940983,0.010086705,0.020829291,0.027383101,0.017698087,0.009043678,0.073725596,0.031248066,0.009622574,0.005950934,0.001083257,0.001526019,0.065260588,0.031974704,0.027700013,0.013218009,0.014252135,0.020262604,0.035625364,0.037230201,0.014225306,0.019546842,0.001662913,0.001163302,0.003871181,0.00581431,0.008009503,0.004023156,0.003081665,0.233857951,0.010356217,0.076047551,0.025299875,0.012460086,0.017704776,0.068717235,0.016419929,0.004531219,0.005631925,0.002104241,0.002405438
408,0.016660822,0.008390834,0.000495872,0.0363592,0.002868503,0.012222882,0.002485639,0.007981334,0.00303168,0.005974251,0.001994759,0.035364979,0.001941099,0.01173232,0.002598191,0.00718785,0.001297685,0.022438973,0.006621142,0.07108251,0.00770585,0.126935183,0.006560855,0.062115611,0.001990198,0.002740746,0.193965908,0.001333419,0.044751997,0.002781566,0.00111744,0.000543605,0.007780082,0.001478347,0.020984598,0.000823059,0.004835908,0.001651309,0.244567576,0.00157314,0.021308659,0.001191188
409,0.004524921,0.163383672,0.009307823,0.041215376,0.022665878,0.006105328,0.00481853,0.041572325,0.014811483,0.003278503,0.002956082,0.001664023,0.001767476,0.045295166,0.016878823,0.006873954,0.004744632,0.060309687,0.007677294,0.030829553,0.032335118,0.020582019,0.018091596,0.007348538,0.001256437,0.002277796,0.057270319,0.008836332,0.011376605,0.00435738,0.021522518,0.002495487,0.130687801,0.013621535,0.145456569,0.011453751,0.014034387,0.005158781,0.00446542,0.004324209,0.024898621,0.003892215
410,0.038604144,0.003951423,0.000567788,0.029031007,0.00412364,0.019686836,0.003703597,0.013125928,0.003760214,0.006762828,0.002244681,0.094645873,0.002409034,0.015112771,0.003792877,0.004750272,0.002311258,0.028306853,0.006540967,0.227196447,0.011991657,0.123765015,0.009695938,0.139119098,0.002589385,0.007994201,0.038581647,0.001983321,0.067852864,0.006425892,0.000871471,0.000407685,0.005189073,0.001901469,0.005803596,0.001302858,0.009255396,0.002039257,0.062543732,0.002205191,0.021600401,0.002108834
411,0.00773195,0.031102106,0.003993816,0.03429872,0.019299541,0.008738727,0.004774763,0.040002195,0.019229979,0.004080146,0.002927038,0.004138923,0.00305209,0.022299882,0.009879634,0.007154967,0.00430504,0.310031889,0.008671879,0.044533977,0.025703522,0.051615518,0.024804796,0.016641082,0.00262279,0.004704541,0.0296745,0.009983424,0.035846876,0.019695119,0.010748258,0.002748781,0.021468027,0.006443208,0.013957527,0.005056213,0.009856122,0.004067275,0.008403882,0.003403731,0.10364466,0.009494365
412,0.022817572,0.002108284,0.000775451,0.010776332,0.004157391,0.116127159,0.024465993,0.039490889,0.011057037,0.129478975,0.046430398,0.005574635,0.001620429,0.012600382,0.005261251,0.011534399,0.006569936,0.011839191,0.141043081,0.029643873,0.014233349,0.174672577,0.028488744,0.006849502,0.001018095,0.00180015,0.009115734,0.001659857,0.014368522,0.004071774,0.002225882,0.001517237,0.010963825,0.003963658,0.004848907,0.002329709,0.008038294,0.004381461,0.062141919,0.008103987,0.004310385,0.00138519
413,0.012217667,0.010545192,0.000534702,0.046516331,0.003201396,0.021432843,0.003456367,0.011011804,0.003875564,0.013778101,0.003404716,0.012119968,0.000829801,0.013679238,0.002871423,0.014765794,0.001974497,0.021180948,0.018816366,0.033653437,0.005941119,0.202290631,0.005735111,0.032155583,0.000887945,0.001632697,0.160904329,0.001596061,0.039435987,0.002205488,0.001378404,0.00065732,0.012451797,0.001886072,0.030400724,0.001198917,0.00514878,0.001787605,0.232670631,0.001175759,0.021379917,0.000946179
414,0.046424239,0.004588538,0.001178902,0.026559318,0.005766539,0.046287483,0.009485642,0.028514163,0.007308376,0.148549413,0.022027916,0.010519422,0.002096766,0.031169715,0.007338588,0.01925494,0.005174702,0.018116039,0.03895507,0.054372497,0.013716867,0.164246305,0.016600137,0.014695873,0.001727124,0.003225628,0.021557228,0.002298918,0.028512477,0.004393428,0.002640369,0.001349121,0.015465294,0.004355615,0.010855922,0.002914252,0.013893192,0.004435276,0.135509426,0.005458887,0.008107583,0.001613522
415,0.014225809,0.00214373,0.000877082,0.01104028,0.005197649,0.028584653,0.018826004,0.102411771,0.020132825,0.27663004,0.135681226,0.004033896,0.001873336,0.015140104,0.006977659,0.008638135,0.006737733,0.013274912,0.077515195,0.029137625,0.014540087,0.052976691,0.028846352,0.005473433,0.001636793,0.001848594,0.005185313,0.002338616,0.00967784,0.004318312,0.002813431,0.003203114,0.014867628,0.004382501,0.005629159,0.002589004,0.007393549,0.005285343,0.027404466,0.018936327,0.002826763,0.001635657
416,0.104303666,0.006701918,0.001809911,0.037104773,0.010207055,0.049090841,0.011301556,0.022866739,0.009128726,0.04501956,0.009176289,0.011847322,0.005715482,0.050672425,0.011347195,0.02298354,0.006389713,0.02600396,0.022959734,0.062342497,0.02865387,0.149569161,0.037326917,0.017788956,0.002876589,0.004183063,0.021794019,0.003681067,0.032808748,0.011954273,0.003714454,0.001823228,0.023663084,0.006937083,0.015403566,0.004731612,0.026893312,0.007353056,0.057609758,0.009620673,0.01072146,0.004008163
417,0.088314691,0.0075689,0.00176972,0.039334831,0.008865503,0.064048582,0.010877846,0.026912402,0.00901094,0.059171595,0.010858139,0.008107427,0.002772516,0.055732767,0.010952498,0.033506335,0.006117349,0.023525226,0.02764278,0.059865082,0.022977092,0.147487285,0.019992715,0.011471436,0.001784565,0.005101897,0.026676101,0.003025169,0.025004074,0.004775451,0.004284505,0.001692944,0.025238131,0.006585532,0.015900849,0.004683455,0.028539827,0.006681847,0.077547817,0.004958242,0.008777733,0.00209474
418,0.011525773,0.010935757,0.000595616,0.052459055,0.003245392,0.018695368,0.003852808,0.01094698,0.004126544,0.008729916,0.002229552,0.016881008,0.000933749,0.015076494,0.002793931,0.014801213,0.002165139,0.025136051,0.02044361,0.037041234,0.005704532,0.242909668,0.0061144,0.04917145,0.000750383,0.002366132,0.173900746,0.001639545,0.060973246,0.002315783,0.001496873,0.000681179,0.011422199,0.001899373,0.024894115,0.001299331,0.005229285,0.001723044,0.124066815,0.001125899,0.031273842,0.001088616
419,0.005512593,0.176530533,0.005300546,0.034959028,0.02169263,0.008093616,0.004547058,0.040156244,0.015585742,0.00450228,0.002831754,0.003132613,0.002047057,0.029879139,0.012121825,0.008846289,0.004739677,0.128961466,0.008598122,0.035781818,0.024807225,0.033710045,0.020482789,0.014245434,0.001869034,0.002932661,0.057500568,0.011468343,0.020082471,0.01156384,0.009149538,0.002239474,0.089309205,0.008899047,0.073137447,0.007069348,0.011724978,0.004623518,0.006988222,0.003331399,0.045923846,0.005189445
420,0.030726391,0.00482861,0.000463722,0.012162835,0.00228688,0.004986218,0.002353703,0.007592461,0.002411981,0.002432523,0.00111112,0.221651292,0.002952159,0.005218455,0.002143966,0.001873044,0.000912323,0.022615631,0.002708249,0.064844409,0.009244731,0.122975301,0.008534496,0.284955017,0.003824271,0.00774977,0.020250218,0.001464284,0.049933926,0.00300323,0.000597617,0.000357023,0.002918431,0.001002612,0.004254483,0.00069038,0.002164288,0.001062746,0.030264824,0.001887383,0.053892348,0.001465697
421,0.006974285,0.021381433,0.001932208,0.037079955,0.008988355,0.006491644,0.002967698,0.022565088,0.009762659,0.002856594,0.001912899,0.003984866,0.002389653,0.015656046,0.005345208,0.004415145,0.002210833,0.27990268,0.005480359,0.030426326,0.016503867,0.070664101,0.017119163,0.032495508,0.002009845,0.003904472,0.035372885,0.005311873,0.064345769,0.014940359,0.005510669,0.001502502,0.01231135,0.003413893,0.011575978,0.002483555,0.006428289,0.002574426,0.00970138,0.002074291,0.204860553,0.009997053
