Index-HCP_MMP_1.0,ac,af_l,af_r,ar_l,ar_r,atr_l,atr_r,cbd_l,cbd_r,cbp_l,cbp_r,cbt_l,cbt_r,cst_l,cst_r,fa_l,fa_r,fma,fmi,fx_l,fx_r,ifo_l,ifo_r,ilf_l,ilf_r,mcp,mdlf_l,mdlf_r,or_l,or_r,slf1_l,slf1_r,slf2_l,slf2_r,slf3_l,slf3_r,str_l,str_r,uf_l,uf_r,vof_l,vof_r
271,0.025833689,0.025048124,0.000390973,0.006039032,0.000801814,0.166334015,0.003448439,0.012918798,0.001282118,0.001641963,0.0012347,0.00195917,0.00014198,0.003841999,0.000607234,0.002804085,0.000314605,0.007128422,0.052382696,0.019421827,0.001041506,0.322493921,0.003587104,0.018913465,0.000254201,0.000935712,0.02031512,0.000825992,0.028034467,0.001165449,0.00329957,0.001071805,0.002628692,0.000291901,0.003890964,0.000326312,0.005019834,0.000510521,0.253237858,0.001979399,0.003672303,0.000117571
272,0.025737241,0.028672918,0.000259837,0.008892681,0.000489957,0.060543617,0.001743056,0.034203392,0.001856631,0.008246383,0.00119313,0.003693617,0.000171834,0.003415481,0.000534852,0.003027348,0.000155582,0.006706049,0.027524381,0.0259416,0.001322258,0.274915355,0.003299903,0.016535436,0.000411351,0.000566136,0.023434664,0.000725128,0.024859046,0.000983056,0.002965936,0.000926926,0.002843123,0.000233871,0.003210273,0.00023418,0.002791885,0.000376327,0.399288469,0.003159451,0.003577668,0.000112645
273,0.02353673,0.017156735,0.000692637,0.004552365,0.001624123,0.028575419,0.007044622,0.127396962,0.023363694,0.07449145,0.024596307,0.003385873,0.000818856,0.002415628,0.001076374,0.001621246,0.000358137,0.005590163,0.067229909,0.018451034,0.004292183,0.154514999,0.014499704,0.017337921,0.001692378,0.000585339,0.012338185,0.001694991,0.017500006,0.002983682,0.002156629,0.001501205,0.001667653,0.000351359,0.001611354,0.000317369,0.001890886,0.000547696,0.302355355,0.032535079,0.002405044,0.000300005
274,0.017988473,0.039596082,0.000360114,0.014604082,0.000661223,0.082287039,0.002083716,0.026227605,0.002022275,0.006371036,0.001370312,0.002557722,0.000187006,0.00539475,0.000831323,0.00695673,0.000402587,0.007924568,0.029927933,0.017313815,0.001074863,0.266274234,0.00307613,0.018876992,0.000341109,0.000801126,0.039852596,0.000915766,0.032710395,0.001114987,0.005364177,0.00137826,0.004125783,0.000395074,0.007868283,0.000319026,0.004741709,0.000611279,0.344872506,0.002981027,0.005027358,0.000121639
275,0.011088046,0.019280416,0.002230456,0.016453868,0.00652554,0.00617599,0.001748247,0.003684512,0.001815957,0.000490541,0.000263958,0.001797471,0.001090813,0.020895244,0.003029978,0.004829721,0.000932647,0.011469297,0.003304348,0.010042555,0.005311683,0.06943225,0.011238159,0.013935861,0.001984687,0.001409465,0.033891551,0.008649803,0.050309453,0.009964809,0.082472573,0.007598432,0.438045451,0.00369239,0.124468391,0.001862922,0.010413814,0.001860163,0.012569391,0.002194503,0.003031536,0.000370225
276,0.002451862,0.015026978,0.003408926,0.002859848,0.000737911,0.01298386,0.002920447,0.004591088,0.003032852,0.00036687,0.000433089,0.00039621,0.000178276,0.074352482,0.005589039,0.065523726,0.011342609,0.002033889,0.009578585,0.004178181,0.002185079,0.018583452,0.003198626,0.002421765,0.000476023,0.002848084,0.009137567,0.00126116,0.007691729,0.001347127,0.248968219,0.01816379,0.215244813,0.013852976,0.012180173,0.004095882,0.199053076,0.017650288,0.006690455,0.001230299,0.001505574,0.000123219
277,0.002042052,0.023186921,0.006015746,0.002821104,0.000936698,0.019320563,0.004743491,0.005825398,0.004177352,0.000453936,0.000759211,0.000447868,0.000177709,0.026666609,0.00359025,0.225256627,0.033730531,0.002348923,0.014537977,0.00340851,0.001676446,0.024294161,0.004171659,0.003781887,0.000722536,0.001648243,0.011995925,0.001618373,0.009866736,0.001706733,0.151584639,0.019825398,0.248939551,0.01832387,0.019086425,0.006861947,0.077662955,0.014764298,0.008648163,0.001431694,0.00164337,0.000155581
278,0.001743198,0.024331547,0.004575307,0.004022672,0.000765165,0.023839084,0.005124566,0.005970801,0.003361166,0.000734244,0.001024655,0.000360245,0.00013646,0.015418496,0.002509141,0.406559424,0.028768102,0.002378683,0.018942071,0.004069622,0.001419162,0.028618215,0.004037047,0.002413308,0.000521569,0.002252502,0.009300413,0.001310847,0.008248651,0.001411504,0.203833813,0.009292965,0.063095649,0.010848559,0.018471147,0.005322631,0.0565806,0.006005616,0.014281748,0.00129248,0.001395369,0.000134048
279,0.003884703,0.191193665,0.001609668,0.100382768,0.001138273,0.013541812,0.002115127,0.007259764,0.003315541,0.000743665,0.000472096,0.001100574,0.000174471,0.069732438,0.005799017,0.01844056,0.001997858,0.003981088,0.006129342,0.005335178,0.001904936,0.049733724,0.002571449,0.00754098,0.000343685,0.003103559,0.072396699,0.00162732,0.015974397,0.001431835,0.034135194,0.012148496,0.022745829,0.00498493,0.245797503,0.001706812,0.059380281,0.009887381,0.027743184,0.00086334,0.002031323,0.00012339
280,0.005795689,0.170815966,0.001888518,0.175071158,0.001890353,0.012241797,0.001633978,0.007320107,0.002885636,0.000988027,0.000471869,0.001819833,0.000332668,0.066912675,0.007292442,0.012678291,0.000874852,0.005273149,0.005201916,0.006552374,0.002235436,0.066067074,0.002580401,0.009658484,0.000460713,0.003015358,0.119066532,0.003062864,0.023150159,0.001956785,0.028012502,0.010857065,0.020318382,0.00200362,0.190736529,0.001560132,0.012272088,0.002052431,0.036731528,0.000791734,0.002182337,0.000114181
281,0.005446771,0.184748918,0.002936879,0.215891004,0.002204877,0.01148756,0.001465532,0.007975731,0.003055563,0.000866725,0.000374541,0.002106628,0.000366211,0.037563275,0.00791171,0.012823416,0.000714133,0.004264422,0.004532096,0.006088185,0.002052672,0.076679774,0.002705797,0.006238421,0.000510229,0.001604027,0.158672718,0.003975293,0.024579585,0.002037879,0.023467943,0.012763081,0.010404074,0.002189868,0.139898217,0.002239345,0.004993686,0.001506365,0.039923004,0.000772079,0.001632689,0.000114095
282,0.005649388,0.230381495,0.001314934,0.165946674,0.001379109,0.011322381,0.001243666,0.006660218,0.002192245,0.000822759,0.000436519,0.001538768,0.000232941,0.034232208,0.004117371,0.013443311,0.00074502,0.004227546,0.004711646,0.004638302,0.001428048,0.085860764,0.001948856,0.008770178,0.000361512,0.000885336,0.134993698,0.002403207,0.023461165,0.00141526,0.018914497,0.00723914,0.010399521,0.001309088,0.163146138,0.001015345,0.005542654,0.001201421,0.056224398,0.000631523,0.001961626,8.58E-05
283,0.00551083,0.085148909,0.001880923,0.274844002,0.002010032,0.009871055,0.001281517,0.007090306,0.002634467,0.000758447,0.000347494,0.002816519,0.000314278,0.013550015,0.00391952,0.009012022,0.000663058,0.008862838,0.004101315,0.00487647,0.001312765,0.127515825,0.002614249,0.006039961,0.000660028,0.000938494,0.277883195,0.003617455,0.047349999,0.00216549,0.019061347,0.008598427,0.01088956,0.001532856,0.031305471,0.001281086,0.004103067,0.001146056,0.046889192,0.000676543,0.003862601,0.000140961
284,0.003640593,0.280389125,0.001982759,0.193877287,0.001870511,0.011916694,0.001168829,0.005730555,0.002331503,0.000540756,0.000276123,0.001213612,0.000288803,0.019071881,0.005071176,0.024064055,0.000623559,0.003051632,0.003870396,0.004882582,0.001538621,0.072864904,0.002063463,0.00599225,0.000454361,0.000804996,0.183658565,0.003148369,0.02087845,0.00160659,0.013648767,0.00875924,0.006743111,0.001452991,0.095319308,0.001422397,0.00408409,0.00106896,0.034809278,0.000562886,0.001348921,7.78E-05
285,0.005319135,0.255253499,0.004042741,0.128708577,0.003226592,0.01265187,0.001761647,0.008742037,0.004043161,0.00088924,0.000384155,0.001656199,0.000496955,0.026361291,0.010666501,0.018601632,0.000781491,0.003893603,0.004626563,0.007587194,0.002994945,0.06255391,0.00359118,0.010112944,0.000870932,0.001594518,0.153115976,0.005764076,0.021966882,0.002882492,0.021441538,0.017083061,0.009709169,0.003109699,0.163803088,0.003042342,0.005371197,0.00176491,0.028037924,0.000948439,0.001356579,0.000131444
286,0.006495681,0.163824139,0.001040568,0.095052998,0.001035341,0.020574913,0.001750022,0.008848984,0.002461642,0.001079563,0.000606668,0.001845419,0.000210479,0.036754923,0.003246063,0.024076725,0.001534406,0.007940493,0.008021543,0.006015115,0.001230162,0.140422695,0.002195694,0.014947769,0.000334183,0.000899399,0.10975394,0.001911471,0.036267735,0.00144344,0.026596286,0.006127781,0.02007966,0.001490315,0.096966454,0.000993589,0.015924739,0.002424769,0.137544101,0.000699446,0.004896227,9.87E-05
287,0.005756142,0.06657855,0.001416918,0.245783567,0.001840428,0.009738563,0.001296242,0.005594785,0.002184795,0.000588394,0.00030013,0.003031004,0.00031072,0.009401635,0.002708055,0.013850084,0.001333792,0.018963766,0.003718428,0.004965029,0.001178133,0.097174955,0.002632019,0.007581363,0.000527854,0.001160154,0.334609315,0.003274968,0.064066485,0.002272066,0.012583075,0.008115029,0.00639684,0.00195494,0.038569605,0.001003079,0.007641433,0.001709806,0.031844489,0.000696314,0.010522431,0.000162241
288,0.003464922,0.16614885,0.001046555,0.027179117,0.000667202,0.049364082,0.002636728,0.008878939,0.002329093,0.000919104,0.000627533,0.001118589,0.000145187,0.016919927,0.001740327,0.172271166,0.005029637,0.004829833,0.009736442,0.006191607,0.000881862,0.138854456,0.002133812,0.007950731,0.000229981,0.001365975,0.046083665,0.000889115,0.020038231,0.000979329,0.018784241,0.00459955,0.011253594,0.002130164,0.152056469,0.001341405,0.017804058,0.002434243,0.09133336,0.000633567,0.003164351,8.54E-05
289,0.003824972,0.169818497,0.000984619,0.041094164,0.000641056,0.045060173,0.002500263,0.009876281,0.002797817,0.001100794,0.00072422,0.001129642,0.000136937,0.024930291,0.002208149,0.125030385,0.004314393,0.005092771,0.011877415,0.005107088,0.000822202,0.149073285,0.002023588,0.008984676,0.000254408,0.001176803,0.058260709,0.000982375,0.020525973,0.001002428,0.027793956,0.005295498,0.016108525,0.001789226,0.120144786,0.001125818,0.021103897,0.002692703,0.106722684,0.00062344,0.003109377,8.26E-05
290,0.03116138,0.038183146,0.000597132,0.021281276,0.000782216,0.018111972,0.001990984,0.055387897,0.005225789,0.025573169,0.003463341,0.01141504,0.000384768,0.010430404,0.001257994,0.008557536,0.000706239,0.00930182,0.013964821,0.036206571,0.001779946,0.16681815,0.004538835,0.020242998,0.000754508,0.000683835,0.038888103,0.001344385,0.033104541,0.001654232,0.009800497,0.002441782,0.006757149,0.000700751,0.00811594,0.000446925,0.007953896,0.001297543,0.402734259,0.006808647,0.00450324,0.000171284
291,0.006761227,0.09065935,0.000535302,0.023017519,0.000654672,0.086193027,0.002238433,0.01130591,0.001722695,0.001556436,0.00073955,0.001332647,0.000136351,0.012057653,0.001400026,0.044096653,0.001328082,0.007537471,0.014584142,0.007929397,0.000695109,0.273874004,0.00195458,0.015258662,0.000199609,0.0015159,0.052432099,0.000893839,0.031620458,0.000978019,0.009744154,0.002244774,0.006710353,0.000815983,0.03744578,0.000630695,0.009408093,0.001157068,0.236610854,0.000648686,0.005301139,0.000101146
292,0.009885258,0.050983398,0.000436601,0.021723223,0.00054478,0.054297933,0.00210272,0.021098556,0.001839786,0.004138609,0.000986236,0.001941473,0.000146381,0.007308931,0.000993604,0.013654298,0.000719902,0.007806348,0.019692045,0.008617085,0.000747849,0.245571743,0.002108145,0.0181794,0.000254278,0.000716867,0.055122364,0.000874865,0.031287789,0.000937896,0.007912719,0.002003298,0.005524438,0.000567333,0.011155294,0.000457346,0.006570425,0.000953046,0.37955994,0.001393472,0.005201847,9.98E-05
293,0.003335427,0.239056756,0.001112336,0.078808688,0.000859405,0.015336526,0.001597513,0.006548868,0.002256157,0.000686557,0.000364286,0.001127971,0.000123517,0.035986069,0.003215086,0.041893842,0.002680093,0.005185347,0.005779558,0.003438766,0.000959158,0.070818233,0.001752958,0.008573924,0.000282427,0.001031806,0.087377957,0.00134207,0.020238085,0.001124565,0.027273751,0.007791632,0.015406929,0.002571101,0.238581284,0.001088888,0.02480506,0.004307469,0.044305514,0.000555482,0.002808862,0.000105706
294,0.002953927,0.228306173,0.000842415,0.049072504,0.000655286,0.024354143,0.001671137,0.006576053,0.002211808,0.000577761,0.000425447,0.000933976,0.000131753,0.026626948,0.002148582,0.112215024,0.003124718,0.004503406,0.006478381,0.00351871,0.000753346,0.09397302,0.001490292,0.00716467,0.000213416,0.001081078,0.06824015,0.000970567,0.018100299,0.000900283,0.024877652,0.005288155,0.014745715,0.001640097,0.199105133,0.000931701,0.019933576,0.002459022,0.0660931,0.000444508,0.002623012,7.68E-05
295,0.003696042,0.23985659,0.000834807,0.082972295,0.000759914,0.016838482,0.001453673,0.005992634,0.001834778,0.000734666,0.000454055,0.001007601,0.000135899,0.027489661,0.002476023,0.03858234,0.00158058,0.004749806,0.005888138,0.003646498,0.000819796,0.082858313,0.001483768,0.008469639,0.000230432,0.000882194,0.082995699,0.0012473,0.019539437,0.000979411,0.019589754,0.004973897,0.011918385,0.001320965,0.255017821,0.000801087,0.012415412,0.00200348,0.06129428,0.000500405,0.002521363,7.30E-05
296,0.003842209,0.078945244,0.003372069,0.013952579,0.001842278,0.005927637,0.001393193,0.004604928,0.002448682,0.000566162,0.000227284,0.000643274,0.000276655,0.059058338,0.01149323,0.0094609,0.000842236,0.002032939,0.00233745,0.010535571,0.004904885,0.017678493,0.002281704,0.00482082,0.000570553,0.002601538,0.022604487,0.003027961,0.009250516,0.001726201,0.024942629,0.013833282,0.185331647,0.003699946,0.480257684,0.003064873,0.008162029,0.00204158,0.006574834,0.000724721,0.000674096,0.000107454
297,0.003668406,0.032965453,0.002211951,0.008239276,0.002525213,0.003238205,0.001053285,0.002134803,0.001388734,0.000280194,0.00016,0.000775188,0.000352722,0.030046882,0.004237748,0.005990935,0.000728275,0.002593839,0.001827863,0.006070874,0.00398961,0.021353737,0.003433163,0.004787788,0.000823025,0.001109584,0.018688221,0.004103563,0.014329015,0.00324282,0.046350024,0.00837382,0.412421535,0.002902115,0.344450159,0.002184795,0.006592763,0.001409518,0.004964157,0.000776371,0.001062901,0.000128856
298,0.015477404,0.003607328,0.000516105,0.018388255,0.001332111,0.006590009,0.001119275,0.083655598,0.002659432,0.007390962,0.000767229,0.577339587,0.00103161,0.01010826,0.00171561,0.002985385,0.000614343,0.028394409,0.003917506,0.161544642,0.003870327,0.02479703,0.003495533,0.005796669,0.000608198,0.007360496,0.010537609,0.001800815,0.03150616,0.002753942,0.004286022,0.003107793,0.00108279,0.000645149,0.000604267,0.000328518,0.00299931,0.000727768,0.012399122,0.00100607,0.003080604,0.000357294
299,0.013452873,0.003982851,0.000793383,0.018511939,0.002172015,0.007147614,0.001714896,0.137333548,0.004822918,0.013862395,0.00119521,0.492849148,0.002289679,0.003431381,0.002723191,0.003841171,0.000930403,0.071021159,0.006207197,0.096711534,0.005252479,0.034227956,0.006422236,0.006419005,0.001068137,0.002508102,0.012365122,0.003081122,0.035175328,0.004739944,0.00487302,0.005784307,0.001054402,0.001053114,0.000606017,0.000554248,0.002839719,0.001159096,0.01194337,0.001710809,0.004913443,0.000791018
300,0.030830195,0.004962885,0.000910389,0.012087759,0.002678731,0.006619802,0.001454041,0.038186243,0.002633871,0.005363095,0.00070595,0.406767623,0.003251829,0.003656958,0.001660539,0.001278191,0.000308487,0.053425884,0.003343056,0.346641933,0.014530109,0.041507463,0.007665577,0.015461954,0.001389876,0.001632759,0.01136392,0.003377961,0.039518076,0.005670781,0.00283508,0.00351268,0.000914608,0.001010601,0.000549347,0.000569228,0.002974302,0.000695116,0.021013108,0.001973676,0.003640658,0.000978184
301,0.014811059,0.00524426,0.000840481,0.016046242,0.002703505,0.005652959,0.001445348,0.079927126,0.003344775,0.007338909,0.000888631,0.339225658,0.003286862,0.002687423,0.001083301,0.001402038,0.000583276,0.240231265,0.004409776,0.057273854,0.004125941,0.061300588,0.011733432,0.01107412,0.001642277,0.002710356,0.022115607,0.005766098,0.060231141,0.010332832,0.004930034,0.002434767,0.000964545,0.000848303,0.000702727,0.000360841,0.002118244,0.000721872,0.01281125,0.002076092,0.011034389,0.002456815
302,0.024205025,0.018138553,0.000638911,0.012808744,0.001606019,0.009539111,0.001234161,0.052608905,0.002310157,0.005583852,0.000737626,0.393173291,0.001276354,0.00451385,0.001359585,0.003495505,0.000544164,0.035744567,0.004221396,0.229976101,0.00396673,0.061206023,0.004774026,0.059600517,0.000891411,0.001804247,0.020463631,0.002290017,0.044480591,0.00356874,0.004831001,0.002779513,0.005319677,0.000743569,0.001442407,0.000406175,0.004703125,0.000719065,0.031466175,0.001384934,0.010969342,0.000561398
303,0.016161712,0.082137607,0.000755713,0.090034504,0.001482631,0.012788627,0.001084532,0.005944511,0.001366235,0.000796572,0.000411512,0.002509519,0.000310487,0.004123923,0.001199949,0.006442245,0.000399181,0.021867372,0.005016664,0.012235702,0.001024646,0.16942649,0.003108991,0.053452582,0.000573368,0.000888875,0.263248106,0.002286177,0.086603896,0.002390328,0.004974989,0.003421523,0.006180307,0.000818791,0.016687315,0.000555178,0.003774393,0.000726543,0.113737362,0.000771072,0.014414417,0.000215406
304,0.004065655,0.20717423,0.003313782,0.25798839,0.003635104,0.010347791,0.001627439,0.007840726,0.00401569,0.000656648,0.000301186,0.002295276,0.000502283,0.019291053,0.00820793,0.021534502,0.000725281,0.005929831,0.003533657,0.006110272,0.002365358,0.053120344,0.003615711,0.006010456,0.000841494,0.001251988,0.214596262,0.006254227,0.029504033,0.00315209,0.02096507,0.016591108,0.008212127,0.002741191,0.070007712,0.00232211,0.004545498,0.001727529,0.017325401,0.000938178,0.002219094,0.000150335
305,0.004739652,0.170350269,0.001307922,0.152965801,0.002190853,0.006132461,0.0010052,0.004631475,0.001655445,0.000455389,0.000184689,0.002241132,0.000332525,0.004960551,0.002044925,0.011594215,0.000436796,0.019068607,0.002667406,0.004636608,0.001239014,0.088491641,0.002912401,0.037169993,0.000615011,0.000662997,0.329574261,0.003546284,0.064899311,0.002696213,0.006624423,0.005712935,0.010241078,0.001304339,0.035554762,0.000938461,0.003031421,0.000868918,0.020409848,0.000664251,0.011792894,0.000154577
306,0.021401641,0.008106105,0.000386234,0.011185737,0.001174043,0.005572132,0.000981254,0.064843387,0.001789403,0.005055719,0.000580524,0.517619163,0.00096763,0.002557794,0.000885133,0.00212359,0.000586531,0.051475551,0.003987356,0.112249397,0.002141004,0.07199585,0.004543534,0.02689317,0.000755374,0.004307515,0.016175222,0.001964507,0.043436808,0.003250971,0.003423032,0.001340491,0.001595785,0.000510353,0.000685697,0.0002657,0.001822648,0.000443328,0.018969388,0.000979644,0.016392789,0.000639524
307,0.030464309,0.012700544,0.000430752,0.009943536,0.001229236,0.005513805,0.000933152,0.039186098,0.001633127,0.003639638,0.000465733,0.347916946,0.001337281,0.003097697,0.000875691,0.002097137,0.000389811,0.060849913,0.003470483,0.142295369,0.003073039,0.12548294,0.005986797,0.05270606,0.001051978,0.00408157,0.030200082,0.002466342,0.064254043,0.004393581,0.004779142,0.001558201,0.004121942,0.000550457,0.001149994,0.000250263,0.002384935,0.000509013,0.025971501,0.00119908,0.039569086,0.00095219
308,0.007188805,0.131759248,0.000764209,0.108544672,0.001471009,0.006301805,0.000764081,0.004018365,0.001156378,0.000399127,0.000177118,0.001633936,0.000252834,0.003634145,0.001276648,0.008228707,0.00031092,0.017956111,0.002699004,0.004985585,0.000870279,0.112477192,0.002360747,0.063151274,0.000458328,0.000544468,0.356427319,0.002398286,0.068924966,0.002118594,0.004334364,0.00364266,0.008542793,0.000810692,0.02644645,0.000610601,0.002440837,0.000582914,0.042736194,0.000539992,0.012566376,0.000147332
309,0.0037164,0.327762586,0.000982372,0.065698407,0.001714975,0.006685093,0.000839952,0.003506423,0.001289914,0.00032613,0.000178173,0.001860457,0.000276719,0.004968467,0.001438128,0.016761243,0.000427438,0.008750808,0.003116446,0.003789941,0.00093703,0.078581128,0.00236115,0.101991678,0.00050254,0.000439188,0.206003719,0.002568956,0.039565093,0.002059279,0.004845824,0.003927775,0.026510824,0.0010259,0.061268409,0.000837059,0.003048472,0.000704786,0.014079053,0.000540695,0.005243595,9.53E-05
310,0.003836922,0.352155318,0.000920048,0.042163933,0.00145206,0.007537233,0.000886394,0.003971227,0.001334565,0.000356805,0.000195603,0.001633531,0.000236734,0.005321073,0.001525234,0.019612156,0.000508764,0.007956782,0.003597544,0.00325287,0.000896316,0.083013506,0.002289766,0.143659841,0.000495695,0.000470513,0.140259198,0.002501842,0.038663358,0.001975182,0.004535657,0.004106292,0.029538094,0.000924676,0.07021047,0.000753668,0.003346893,0.000750999,0.015371587,0.000564816,0.005108772,0.00010048
311,0.051373967,0.078015868,0.000651071,0.027764945,0.00135905,0.017372325,0.001413812,0.016444133,0.001655215,0.004006032,0.000735952,0.012495256,0.000466137,0.00572635,0.001061821,0.005148157,0.000358309,0.016139481,0.006969588,0.083531212,0.00217257,0.150221713,0.004604576,0.144087182,0.001051963,0.001411848,0.073118746,0.002014925,0.068289143,0.002696193,0.004927229,0.002298327,0.005971972,0.000612741,0.008340424,0.000427541,0.005959069,0.000706741,0.206688944,0.001841177,0.008769867,0.000266749
312,0.015486529,0.179857606,0.00067678,0.024428848,0.001497314,0.011209081,0.000881443,0.006036979,0.001222975,0.000609501,0.000253603,0.00233774,0.000290056,0.003345547,0.001047932,0.008360722,0.0002712,0.014125625,0.004723707,0.006908558,0.001125607,0.134339178,0.003063403,0.320349171,0.000503678,0.000611672,0.100852062,0.002324881,0.058942505,0.002315427,0.00358881,0.003228177,0.009206818,0.000757194,0.020831287,0.000549649,0.002875998,0.000545119,0.04687934,0.00069407,0.008775736,0.000179956
313,0.00890541,0.30828175,0.001098668,0.007634326,0.002588475,0.006888723,0.001115396,0.005156929,0.001487994,0.000598228,0.000234461,0.004821985,0.000508964,0.008032882,0.001424098,0.014594,0.000659638,0.01629523,0.00408543,0.008570192,0.00149149,0.10829715,0.00536953,0.237904179,0.001149769,0.001170172,0.06110267,0.0037271,0.061254789,0.004426234,0.005271786,0.003524887,0.039227416,0.001464733,0.029173196,0.000707349,0.004726274,0.000934743,0.017204646,0.001129531,0.013034292,0.000313085
314,0.016789362,0.197085023,0.000767417,0.00537417,0.00208567,0.005112393,0.000872266,0.004927622,0.001209498,0.000497812,0.000209625,0.004930797,0.000427099,0.003239776,0.001015396,0.006397074,0.000311031,0.011090436,0.002304065,0.01654426,0.001507403,0.081153648,0.004161593,0.498490312,0.000871135,0.000888773,0.031500197,0.002652966,0.041542649,0.003184951,0.002844311,0.002747393,0.011509246,0.000988248,0.01293022,0.000509197,0.002918329,0.000542263,0.0170866,0.000927495,0.006347393,0.000192162
315,0.021403339,0.096896555,0.000629642,0.006464462,0.001540849,0.0047394,0.000761058,0.01171063,0.000993617,0.001003536,0.000241462,0.079078077,0.000593455,0.006407492,0.001015543,0.004479203,0.000420066,0.022647733,0.002283762,0.078955331,0.001825105,0.115300935,0.004142951,0.375097944,0.000849034,0.003776381,0.038287544,0.002271707,0.057709288,0.003143488,0.004821852,0.001899831,0.022834301,0.000719195,0.004963928,0.00038273,0.004355688,0.000565114,0.01324542,0.000828419,0.02623658,0.000440492
316,0.024175755,0.116666004,0.000732663,0.006362876,0.001788912,0.005332,0.000865254,0.005765348,0.000896428,0.000833826,0.000191727,0.018668023,0.000539433,0.007587974,0.001128694,0.00394145,0.000433624,0.023578962,0.002851458,0.037148294,0.001543527,0.161747047,0.005595005,0.348398818,0.001274036,0.007426326,0.046147617,0.002937027,0.071402593,0.004233759,0.006318308,0.001862789,0.028633755,0.000943127,0.004731375,0.000440631,0.004467428,0.000614859,0.020168676,0.001034672,0.033610647,0.000537655
317,0.007165301,0.279805449,0.000862893,0.012057565,0.001643565,0.008851804,0.0011143,0.004299291,0.001149521,0.000488209,0.000249555,0.003732582,0.000348682,0.014685768,0.001137281,0.019587296,0.00099454,0.016401625,0.005672623,0.007848355,0.001069685,0.134716519,0.004088723,0.100017819,0.000702245,0.000950797,0.092973108,0.002793908,0.071147393,0.003400287,0.008730109,0.002896702,0.100702769,0.001221125,0.047732105,0.000645968,0.007926812,0.000945784,0.016356289,0.000811136,0.019528988,0.000352022
318,0.021035257,0.063626997,0.000861155,0.011474508,0.00210289,0.00973126,0.001247224,0.006741749,0.001247143,0.001022248,0.000299502,0.013883491,0.000729861,0.01065493,0.001117925,0.004584163,0.000590534,0.048120375,0.005023156,0.02293399,0.001986848,0.249474274,0.007505471,0.11601514,0.001488126,0.002828404,0.08808233,0.004230764,0.112612238,0.006244872,0.009964527,0.002202704,0.042387854,0.001098792,0.005590876,0.000503222,0.005946439,0.000716183,0.030602265,0.00137862,0.091640728,0.001058578
319,0.004159481,0.410503242,0.000990414,0.026932436,0.001942866,0.007413678,0.000963659,0.003843535,0.001285372,0.000435431,0.00022719,0.002668374,0.000329508,0.007078266,0.001419233,0.019718526,0.000604705,0.007891118,0.004050443,0.004418751,0.001000445,0.072486829,0.002862078,0.079514744,0.000597335,0.000619004,0.117536052,0.002691977,0.040112982,0.00244399,0.005595435,0.003909864,0.064461024,0.001144087,0.082019743,0.000813225,0.004527792,0.000822996,0.012425939,0.000694469,0.004272761,0.000131837
320,0.005314276,0.236210217,0.000590484,0.020630973,0.001083965,0.007556354,0.000892645,0.003323335,0.000834668,0.00043309,0.000206262,0.00210378,0.000230189,0.013665397,0.000766317,0.015207435,0.000964769,0.010269766,0.004703276,0.006311122,0.000819244,0.138021842,0.00252127,0.068098689,0.00042305,0.000670077,0.12487526,0.001764345,0.06792131,0.002058036,0.011090218,0.002102417,0.154205911,0.000941663,0.062222949,0.000539502,0.007906627,0.000862087,0.015075926,0.000560848,0.015929095,0.000234787
321,0.009861472,0.104351836,0.000471921,0.036857314,0.001137967,0.0102974,0.001173663,0.004651991,0.000860532,0.000719333,0.000321213,0.003489976,0.000313608,0.013546583,0.00074095,0.007710964,0.000729742,0.021668732,0.005577906,0.009463956,0.001189648,0.206542974,0.003194723,0.061366379,0.000541263,0.000841283,0.175961746,0.001702245,0.109670903,0.002443644,0.02166527,0.001741617,0.089589685,0.000843726,0.016398037,0.000423752,0.008183919,0.000743277,0.02446291,0.000696759,0.048726084,0.000327837
322,0.014298222,0.008004838,0.002246851,0.018978777,0.007131996,0.00633387,0.002546867,0.016983864,0.003644343,0.002077038,0.000706797,0.055184575,0.004524062,0.005417259,0.002289806,0.002926326,0.000639299,0.398419169,0.003435039,0.03035323,0.010375818,0.074957866,0.032092359,0.010207981,0.005172697,0.001515781,0.054019495,0.019964673,0.083254829,0.033893882,0.037785543,0.006642949,0.00343385,0.003095888,0.001612283,0.000866458,0.0053484,0.001440622,0.011702116,0.004257526,0.01866789,0.008653572
323,0.014577226,0.051191732,0.00074258,0.052473563,0.002205127,0.012442065,0.001497145,0.005543056,0.001186202,0.000921821,0.000413714,0.006379658,0.000649752,0.010890783,0.000968625,0.005063498,0.000582722,0.0601791,0.005972865,0.012142938,0.002565648,0.195184898,0.006614622,0.036741649,0.001082617,0.001478753,0.178538817,0.003907765,0.128772929,0.005694103,0.026160841,0.001990803,0.026622181,0.001022025,0.004572769,0.00045467,0.007895577,0.000844047,0.028744053,0.001177097,0.105242317,0.001105955
324,0.004364333,0.021467472,0.001618089,0.007880213,0.002679365,0.003353474,0.000995199,0.002379737,0.00133408,0.00027766,0.000160988,0.000982701,0.000377928,0.01959099,0.002597706,0.005694527,0.000798783,0.003023748,0.002039413,0.005955765,0.002715866,0.027096706,0.003981936,0.005822413,0.000808957,0.001011234,0.018308508,0.003991568,0.02002418,0.003618436,0.044147203,0.006463823,0.529742032,0.002061546,0.245778575,0.001362536,0.008459034,0.001365929,0.005319282,0.000893952,0.000802745,0.000137198
